"FACILITY_DOCUMENT_ID","DOCUMENT_ID","CWNS_ID","FACILITY_ID","STATE_CODE","DOCUMENT_TYPE_ID","DOCUMENT_TYPE","PUBLISHED_DATE","BASE_MONTH_COST_INFO","CERT_FLAG","SELF_CERT_FLAG","AGE_CERT"
37284,6049,"48000000506",3614067,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37286,6049,"48000000507",3614068,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37288,6049,"48000000509",3614070,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37292,6049,"48000000512",3614073,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37298,6049,"48000000513",3614074,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37300,6049,"48000000515",3614076,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37304,6049,"48000000518",3614079,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37310,6049,"48000000521",3614082,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
36998,6049,"48001097700",3542462,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37194,6049,"48000000463",3613945,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37246,6049,"48000000490",3614050,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37253,6049,"48000000493",3614053,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37278,6049,"48000000503",3614064,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37280,6049,"48000000504",3614065,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37282,6049,"48000000505",3614066,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37317,6049,"48000000525",3614086,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37230,6049,"48000000484",3614043,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37255,6049,"48000000494",3614054,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37306,6049,"48000000519",3614080,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37312,6049,"48000000522",3614083,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37314,6049,"48000000523",3614084,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37479,6049,"48000000537",3614125,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37411,6049,"48000000526",3614090,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37447,6049,"48000000530",3614095,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37452,6049,"48000000533",3614098,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37465,6049,"48000000534",3614099,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37210,6049,"48000000472",3613955,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37268,6049,"48000000500",3614061,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37274,6049,"48000000502",3614063,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37302,6049,"48000000517",3614078,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37166,6049,"48000000446",3613910,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37417,6049,"48000000527",3614091,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37421,6049,"48000000528",3614092,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37468,6049,"48000000535",3614100,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
36996,6049,"48000000435",3613896,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37019,6049,"48000000439",3613900,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37164,6049,"48000000445",3613909,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37174,6049,"48000000451",3613916,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37158,6049,"48000000442",3613904,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37214,6049,"48000000475",3613959,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37330,6049,"48000897001",3543159,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37178,6049,"48000000453",3613932,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37186,6049,"48000000457",3613937,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37170,6049,"48000000449",3613913,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37326,6049,"48002036003",3340002,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37198,6049,"48000000465",3613947,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37212,6049,"48000000473",3613957,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37220,6049,"48000000478",3613962,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37226,6049,"48000000481",3613965,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37190,6049,"48000000460",3613941,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37241,6049,"48000000488",3614048,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37270,6049,"48001151003",2865700,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37290,6049,"48000000511",3614072,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37176,6049,"48000000452",3613931,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37237,6049,"48000000485",3614045,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37248,6049,"48000000491",3614051,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37250,6049,"48000000492",3614052,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37028,6049,"48000000441",3613902,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37272,6049,"48000000501",3614062,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37473,6049,"48000000536",3614111,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37184,6049,"48000000455",3613935,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37192,6049,"48000000462",3613944,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37262,6049,"48000000497",3614057,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37264,6049,"48000000498",3614059,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37308,6049,"48000000520",3614081,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37444,6049,"48000000529",3614094,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37449,6049,"48000000531",3614096,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37257,6049,"48000000495",3614055,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37025,6049,"48000000440",3613901,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37218,6049,"48000000477",3613961,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37243,6049,"48000000489",3614049,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37334,6049,"48001196002",453629,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
38648,6049,"48000000542",3614322,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
38644,6049,"48000000541",3614321,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
38657,6049,"48000000544",3614326,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
38677,6049,"48000000548",3614330,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37168,6049,"48000000447",3613911,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
38665,6049,"48000000546",3614328,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
38663,6049,"48000000545",3614327,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
38651,6049,"48000000543",3614324,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
38672,6049,"48000000547",3614329,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
21429,12285,"48007039813",2885344,"TX","20","CIP or Master Plan",30-JUN-22,01-JUN-22,"","",""
13582,8560,"48000000142",3610490,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
13604,8560,"48000000150",3610498,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
13632,8560,"48000000160",3610511,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
13611,8560,"48000000155",3610503,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
13579,8560,"48000000139",3610487,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16015,8560,"48000000173",3610820,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16025,8560,"48000000183",3610830,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16028,8560,"48000000186",3610833,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16041,8560,"48000000200",3610847,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16045,8560,"48000000203",3610850,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16074,8560,"48000000232",3610879,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
13602,8560,"48000000149",3610497,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16053,8560,"48000000211",3610858,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16058,8560,"48000000216",3610863,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16060,8560,"48000000218",3610865,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16063,8560,"48000000221",3610868,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16064,8560,"48000000222",3610869,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16073,8560,"48000000231",3610878,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16234,8560,"48000000244",3610927,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
13578,8560,"48000000138",3610486,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
13606,8560,"48000000152",3610500,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
13612,8560,"48000000157",3610505,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16016,8560,"48000000174",3610821,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16017,8560,"48000000175",3610822,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16022,8560,"48000000180",3610827,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16033,8560,"48000000191",3610838,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16034,8560,"48000000192",3610839,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16035,8560,"48000000193",3610840,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16036,8560,"48000000194",3610841,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16039,8560,"48000000198",3610845,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16043,8560,"48000000201",3610848,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16044,8560,"48000000202",3610849,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16050,8560,"48000000208",3610855,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16055,8560,"48000000213",3610860,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16057,8560,"48000000215",3610862,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16059,8560,"48000000217",3610864,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16061,8560,"48000000219",3610866,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16062,8560,"48000000220",3610867,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16065,8560,"48000000223",3610870,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16066,8560,"48000000224",3610871,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16070,8560,"48000000228",3610875,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
13633,8560,"48000000161",3610512,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16225,8560,"48000000236",3610919,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16226,8560,"48000000237",3610920,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16233,8560,"48000000243",3610926,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16031,8560,"48000000189",3610836,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
13574,8560,"48000000136",3610484,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16032,8560,"48000000190",3610837,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16047,8560,"48000000205",3610852,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16067,8560,"48000000225",3610872,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16018,8560,"48000000176",3610823,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16230,8560,"48000000240",3610923,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
13599,8560,"48000000147",3610495,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16019,8560,"48000000177",3610824,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16021,8560,"48000000179",3610826,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16023,8560,"48000000181",3610828,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16024,8560,"48000000182",3610829,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16026,8560,"48000000184",3610831,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16029,8560,"48000000187",3610834,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16030,8560,"48000000188",3610835,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16038,8560,"48000000196",3610843,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16049,8560,"48000000207",3610854,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16052,8560,"48000000210",3610857,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16054,8560,"48000000212",3610859,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16056,8560,"48000000214",3610861,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16068,8560,"48000000226",3610873,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16046,8560,"48000000204",3610851,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16048,8560,"48000000206",3610853,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16051,8560,"48000000209",3610856,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16069,8560,"48000000227",3610874,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16228,8560,"48000000238",3610921,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
13630,8560,"48000000159",3610510,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16071,8560,"48000000229",3610876,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16072,8560,"48000000230",3610877,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16222,8560,"48000000233",3610916,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16229,8560,"48000000239",3610922,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16232,8560,"48000000242",3610925,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16223,8560,"48000000234",3610917,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16231,8560,"48000000241",3610924,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16224,8560,"48000000235",3610918,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
13594,8560,"48000000143",3610491,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
13598,8560,"48000000146",3610494,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
13605,8560,"48000000151",3610499,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
13520,8560,"48000000134",3610478,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
13580,8560,"48000000140",3610488,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16020,8560,"48000000178",3610825,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16027,8560,"48000000185",3610832,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16040,8560,"48000000199",3610846,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
13629,8560,"48000000158",3610509,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
13595,8560,"48000000144",3610492,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
13596,8560,"48000000145",3610493,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
13600,8560,"48000000148",3610496,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
13608,8560,"48000000153",3610501,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
13577,8560,"48000000137",3610485,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
13581,8560,"48000000141",3610489,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
13610,8560,"48000000154",3610502,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16037,8560,"48000000195",3610842,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
8707,6130,"48005015002",1183577,"TX","3","CWSRF Loan Pre-applications/Final Applications",20-OCT-20,01-SEP-20,"","",""
9509,6612,"48004021001",1183337,"TX","1","CWSRF IUP/Project Priority List",14-AUG-19,01-AUG-19,"","",""
9507,6612,"48001218002",1182998,"TX","1","CWSRF IUP/Project Priority List",14-AUG-19,01-AUG-19,"","",""
13429,8526,"48004076001",1183387,"TX","3","CWSRF Loan Pre-applications/Final Applications",06-JAN-21,01-JAN-21,"","",""
17942,5327,"48002062001",1183143,"TX","1","CWSRF IUP/Project Priority List",21-DEC-20,01-DEC-20,"","",""
17831,5327,"48006066002",1183724,"TX","1","CWSRF IUP/Project Priority List",21-DEC-20,01-DEC-20,"","",""
18155,5327,"48004075001",1183386,"TX","1","CWSRF IUP/Project Priority List",21-DEC-20,01-DEC-20,"","",""
17916,5327,"48002019001",1183118,"TX","1","CWSRF IUP/Project Priority List",21-DEC-20,01-DEC-20,"","",""
7227,5327,"48005025001",1183584,"TX","1","CWSRF IUP/Project Priority List",21-DEC-20,01-DEC-20,"","",""
7414,5327,"48005025002",1183585,"TX","1","CWSRF IUP/Project Priority List",21-DEC-20,01-DEC-20,"","",""
17878,5327,"48001225001",1183006,"TX","1","CWSRF IUP/Project Priority List",21-DEC-20,01-DEC-20,"","",""
17228,5327,"48004354017",3534356,"TX","1","CWSRF IUP/Project Priority List",21-DEC-20,01-DEC-20,"","",""
17584,5327,"48008058001",1227940,"TX","1","CWSRF IUP/Project Priority List",21-DEC-20,01-DEC-20,"","",""
17922,5327,"48001148001",1182951,"TX","1","CWSRF IUP/Project Priority List",21-DEC-20,01-DEC-20,"","",""
17839,5327,"48003224001",1183290,"TX","1","CWSRF IUP/Project Priority List",21-DEC-20,01-DEC-20,"","",""
7613,5327,"48000000104",3608872,"TX","1","CWSRF IUP/Project Priority List",21-DEC-20,01-DEC-20,"","",""
17223,5327,"48009024001",1184483,"TX","1","CWSRF IUP/Project Priority List",21-DEC-20,01-DEC-20,"","",""
13426,5327,"48004089001",1183398,"TX","1","CWSRF IUP/Project Priority List",21-DEC-20,01-DEC-20,"","",""
17650,5327,"48000000404",3611321,"TX","1","CWSRF IUP/Project Priority List",21-DEC-20,01-DEC-20,"","",""
17580,5327,"48001204001",1182983,"TX","1","CWSRF IUP/Project Priority List",21-DEC-20,01-DEC-20,"","",""
17620,5327,"48000000403",3611315,"TX","1","CWSRF IUP/Project Priority List",21-DEC-20,01-DEC-20,"","",""
17348,5327,"48002016001",1183115,"TX","1","CWSRF IUP/Project Priority List",21-DEC-20,01-DEC-20,"","",""
17576,5327,"48002040001",1227786,"TX","1","CWSRF IUP/Project Priority List",21-DEC-20,01-DEC-20,"","",""
17587,5327,"48008150001",1184447,"TX","1","CWSRF IUP/Project Priority List",21-DEC-20,01-DEC-20,"","",""
17895,5327,"48006009007",1183681,"TX","1","CWSRF IUP/Project Priority List",21-DEC-20,01-DEC-20,"","",""
18002,5327,"48002065001",1183145,"TX","1","CWSRF IUP/Project Priority List",21-DEC-20,01-DEC-20,"","",""
17591,5327,"48007424001",1184069,"TX","1","CWSRF IUP/Project Priority List",21-DEC-20,01-DEC-20,"","",""
18004,5327,"48004086001",1183395,"TX","1","CWSRF IUP/Project Priority List",21-DEC-20,01-DEC-20,"","",""
17928,5327,"48003112001",1227824,"TX","1","CWSRF IUP/Project Priority List",21-DEC-20,01-DEC-20,"","",""
17243,5327,"48004354004",1227865,"TX","1","CWSRF IUP/Project Priority List",21-DEC-20,01-DEC-20,"","",""
17887,5327,"48007012002",1183782,"TX","1","CWSRF IUP/Project Priority List",21-DEC-20,01-DEC-20,"","",""
18144,10590,"48000000405",3611432,"TX","2","Non-CWSRF Governmental Loan and Grant Applications",25-NOV-20,01-NOV-20,"","",""
16287,9680,"48000000250",3610939,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16295,9680,"48000000252",3610944,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16296,9680,"48000000253",3610945,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16299,9680,"48000000255",3610947,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16300,9680,"48000000256",3610948,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16301,9680,"48000000257",3610949,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16330,9680,"48000000274",3610972,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16338,9680,"48000000277",3610975,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16362,9680,"48000000285",3610986,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16367,9680,"48000000288",3610990,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16383,9680,"48000000300",3611002,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16394,9680,"48000000307",3611009,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16399,9680,"48000000310",3611012,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16400,9680,"48000000311",3611013,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16414,9680,"48000000315",3611019,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16419,9680,"48000000318",3611022,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16426,9680,"48000000324",3611028,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16428,9680,"48000000325",3611029,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16502,9680,"48000000332",3611046,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16237,9680,"48000000245",3610928,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16239,9680,"48000000247",3610930,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16290,9680,"48000000251",3610940,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16302,9680,"48000000258",3610953,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16304,9680,"48000000260",3610956,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16309,9680,"48000000263",3610961,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16320,9680,"48000000268",3610966,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16332,9680,"48000000275",3610973,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16339,9680,"48000000278",3610976,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16342,9680,"48000000281",3610979,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16366,9680,"48000000287",3610989,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16381,9680,"48000000298",3611000,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16384,9680,"48000000301",3611003,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16425,9680,"48000000323",3611027,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16429,9680,"48000000326",3611030,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16527,9680,"48000000335",3611055,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16568,9680,"48000000342",3611066,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16569,9680,"48000000343",3611067,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16310,9680,"48000000264",3610962,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16314,9680,"48000000265",3610963,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
16318,9680,"48000000267",3610965,"TX","53","Census of Agriculture",19-APR-19,01-APR-19,"","",""
