"FACILITY_DOCUMENT_ID","DOCUMENT_ID","CWNS_ID","FACILITY_ID","STATE_CODE","DOCUMENT_TYPE_ID","DOCUMENT_TYPE","PUBLISHED_DATE","BASE_MONTH_COST_INFO","CERT_FLAG","SELF_CERT_FLAG","AGE_CERT"
12183,5419,"48003114001",1183259,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
8863,5419,"48001007004",1182877,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
9380,5419,"48001125002",1182928,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10743,5419,"48001106001",1182911,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10744,5419,"48007305001",1184059,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
12186,5419,"48001246001",1183023,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
9390,5419,"48005049001",1183605,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10124,5419,"48001131003",1182937,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10377,5419,"48009029001",1184484,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10686,5419,"48001104003",1182908,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10711,5419,"48001118001",1182919,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10657,5419,"48005071001",1183620,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
9366,5419,"48001125005",3515818,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10189,5419,"48002028001",1183123,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10114,5419,"48008138001",1184445,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10778,5419,"48003026001",1183188,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10514,5419,"48004145001",1183454,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
12142,5419,"48001684001",3150468,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
12181,5419,"48007488001",1184098,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10742,5419,"48004217001",1183470,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10654,5419,"48001130001",1182933,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
12144,5419,"48001151001",1182954,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10661,5419,"48004094001",1227847,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
12173,5419,"48001107003",412991,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10271,5419,"48005020002",1227871,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
8773,5419,"48002031001",1183125,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
12187,5419,"48004044001",1183363,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
13816,5419,"48008028001",1184372,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10118,5419,"48006049001",1183712,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
8840,5419,"48000000112",3609242,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10115,5419,"48004261001",1227861,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
9508,5419,"48000000108",3609159,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
7425,5419,"48003001001",1183166,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
8062,5419,"48001111001",1182915,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10101,5419,"48004213001",1183466,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10398,5419,"48004323001",1183510,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
8966,5419,"48004052001",1183370,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
8809,5419,"48008069001",1184411,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
8786,5419,"48000000109",3609163,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10406,5419,"48001117001",1182918,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10641,5419,"48007423001",1227920,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10485,5419,"48000000119",3609588,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10490,5419,"48004110002",421101,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10504,5419,"48009039001",1184488,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10412,5419,"48000000117",3609574,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10416,5419,"48005081001",1183631,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10520,5419,"48003070001",1227812,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10346,5419,"48000000116",3609567,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10365,5419,"48009051001",1184492,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10371,5419,"48004096001",1183404,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10528,5419,"48000000120",3609590,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10644,5419,"48001112001",1182916,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
13961,5419,"48000000167",3610568,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10190,5419,"48006029001",1183700,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
12757,5419,"48001217001",1227773,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10758,5419,"48001120001",1182922,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10718,5419,"48002001001",1183105,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
7553,5419,"48001027001",1182895,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10709,5419,"48009024001",1184483,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10102,5419,"48004026001",1183343,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10206,5419,"48004026002",1183344,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10696,5419,"48000000122",3609622,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
12225,5419,"48001166002",1182961,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10747,5419,"48003098001",1183245,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10173,5419,"48001044001",3268716,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
12185,5419,"48001124001",1182926,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10690,5419,"48007028001",1183808,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10717,5419,"48000000124",3609625,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
13910,5419,"48001151006",3516498,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
13962,5419,"48000000168",3610569,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
8733,5419,"48000000111",3609229,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10662,5419,"48004142001",1183452,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10684,5419,"48000005007",1227738,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10707,5419,"48000000123",3609624,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
12149,5419,"48000000127",3610296,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
12182,5419,"48004226001",1183477,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10687,5419,"48007646001",1184193,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10754,5419,"48009163001",1227954,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10702,5419,"48005075002",1183625,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
13654,5419,"48000000162",3610515,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10210,5419,"48004083001",1183393,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
9671,5419,"48003033004",2902595,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
9694,5419,"48003033016",3514807,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
9659,5419,"48003033500",3514842,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10703,5419,"48005076001",1227882,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
13576,5419,"48001135001",1182939,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
12145,5419,"48001257001",1183030,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
24170,5419,"48003033005",1183199,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10282,5419,"48002068001",1183147,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10223,5419,"48006035001",1183702,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
30248,5419,"48000000416",3613029,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10372,5419,"48009003001",1184467,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
12184,5419,"48001296001",1183045,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10343,5419,"48007410001",1184064,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
12178,5419,"48001130002",1182934,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
12160,5419,"48003035005",3536257,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
14168,5419,"48001109001",1182914,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
12179,5419,"48003267001",1183304,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10164,5419,"48004098001",1183405,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
13798,5419,"48008028004",1184374,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
12206,5419,"48008045003",3049348,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
12171,5419,"48001053001",1182903,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
12180,5419,"48001123001",1182925,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10418,5419,"48002007001",1183110,"TX","1","CWSRF IUP/Project Priority List",12-SEP-22,01-SEP-22,"","",""
10425,7137,"48000000118",3609575,"TX","3","CWSRF Loan Pre-applications/Final Applications",01-MAR-22,01-MAR-22,"","",""
9384,6517,"48004372001",1183540,"TX","1","CWSRF IUP/Project Priority List",18-OCT-17,01-OCT-17,"","",""
17345,5826,"48000120001",1227741,"TX","1","CWSRF IUP/Project Priority List",16-DEC-20,01-DEC-20,"","",""
32230,5826,"48000000419",3613244,"TX","1","CWSRF IUP/Project Priority List",16-DEC-20,01-DEC-20,"","",""
37319,6049,"48001176002",441461,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37294,6049,"48003200002",432079,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37328,6049,"48007781002",429612,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37324,6049,"48001057001",3515316,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37321,6049,"48002079002",435410,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37182,6049,"48001333002",436916,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37332,6049,"48001417002",459628,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
35828,6049,"48000000125",3609650,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
36948,6049,"48000000431",3613892,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37216,6049,"48000000476",3613960,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37002,6049,"48000000436",3613897,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37006,6049,"48000000437",3613898,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37239,6049,"48001549001",430568,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37296,6049,"48001097001",3542800,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
36929,6049,"48000000428",3613888,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
36936,6049,"48000000429",3613890,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
36987,6049,"48000000432",3613893,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37160,6049,"48000000443",3613905,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37202,6049,"48000000468",3613950,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37206,6049,"48000000470",3613952,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37208,6049,"48000000471",3613954,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37224,6049,"48000000480",3613964,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
36941,6049,"48000000430",3613891,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
36991,6049,"48000000434",3613895,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37016,6049,"48000000438",3613899,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37172,6049,"48000000450",3613914,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37180,6049,"48000000454",3613934,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37188,6049,"48000000459",3613940,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37196,6049,"48000000464",3613946,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37200,6049,"48000000466",3613948,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37204,6049,"48000000469",3613951,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37222,6049,"48000000479",3613963,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37162,6049,"48000000444",3613907,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37228,6049,"48000000483",3613967,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37259,6049,"48000000496",3614056,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37266,6049,"48000000499",3614060,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
37276,6049,"48001151005",432052,"TX","101b","State-Specific Approach (submitted as alternate)",22-SEP-22,01-JAN-22,"","",""
