"CWNS_ID","FACILITY_ID","STATE_CODE","COUNTY_FIPS","COUNTY_NAME","COUNTY_PRIMARY_FLAG"
"48005053001",1227878,"TX","48365","Panola","Y"
"48008069001",1184411,"TX","48209","Hays","Y"
"48000000109",3609163,"TX","48021","Bastrop","Y"
"48001117001",1182918,"TX","48215","Hidalgo","Y"
"48000000115",3609565,"TX","48339","Montgomery","Y"
"48007423001",1227920,"TX","48039","Brazoria","Y"
"48000000119",3609588,"TX","48367","Parker","Y"
"48004110002",421101,"TX","48439","Tarrant","Y"
"48009039001",1184488,"TX","48031","Blanco","Y"
"48000000117",3609574,"TX","48093","Comanche","Y"
"48005081001",1183631,"TX","48231","Hunt","Y"
"48003070001",1227812,"TX","48035","Bosque","Y"
"48000000116",3609567,"TX","48091","Comal","Y"
"48009051001",1184492,"TX","48235","Irion","Y"
"48004096001",1183404,"TX","48251","Johnson","Y"
"48000000120",3609590,"TX","48339","Montgomery","Y"
"48001112001",1182916,"TX","48215","Hidalgo","Y"
"48000000142",3610490,"TX","48015","Austin","Y"
"48000000150",3610498,"TX","48031","Blanco","Y"
"48000000171",3610608,"TX","48181","Grayson","Y"
"48000000125",3609650,"TX","48001","Anderson","Y"
"48000000133",3610460,"TX","48489","Willacy","Y"
"48000000167",3610568,"TX","48029","Bexar","Y"
"48006029001",1183700,"TX","48347","Nacogdoches","Y"
"48003085001",1227818,"TX","48491","Williamson","Y"
"48000000160",3610511,"TX","48051","Burleson","Y"
"48000240001",1227753,"TX","48189","Hale","Y"
"48004207001",1227852,"TX","48429","Stephens","Y"
"48004323001",1183510,"TX","48363","Palo Pinto","Y"
"48004052001",1183370,"TX","48121","Denton","Y"
"48000000118",3609575,"TX","48467","Van Zandt","Y"
"48000000106",3608999,"TX","48019","Bandera","Y"
"48002138001",1227800,"TX","48417","Shackelford","Y"
"48000000245",3610928,"TX","48199","Hardin","Y"
"48000000247",3610930,"TX","48203","Harrison","Y"
"48000000251",3610940,"TX","48211","Hemphill","Y"
"48000000258",3610953,"TX","48225","Houston","Y"
"48000000263",3610961,"TX","48235","Irion","Y"
"48000000268",3610966,"TX","48245","Jefferson","Y"
"48000000275",3610973,"TX","48259","Kendall","Y"
"48000000278",3610976,"TX","48265","Kerr","Y"
"48000000287",3610989,"TX","48281","Lampasas","Y"
"48000000298",3611000,"TX","48303","Lubbock","Y"
"48000000301",3611003,"TX","48315","Marion","Y"
"48000000323",3611027,"TX","48353","Nolan","Y"
"48000000326",3611030,"TX","48359","Oldham","Y"
"48000000124",3609625,"TX","48453","Travis","Y"
"48007815001",1184284,"TX","48339","Montgomery","Y"
"48004354501",3507298,"TX","48085","Collin","Y"
"48000000155",3610503,"TX","48041","Brazos","Y"
"48001217001",1227773,"TX","48321","Matagorda","Y"
"48007033009",413590,"TX","48201","Harris","Y"
"48000000139",3610487,"TX","48009","Archer","Y"
"48001120001",1182922,"TX","48215","Hidalgo","Y"
"48005078001",1183627,"TX","48147","Fannin","Y"
"48002001001",1183105,"TX","48219","Hockley","Y"
"48000000173",3610820,"TX","48055","Caldwell","Y"
"48000000183",3610830,"TX","48075","Childress","Y"
"48000000186",3610833,"TX","48081","Coke","Y"
"48000000203",3610850,"TX","48115","Dawson","Y"
"48000000232",3610879,"TX","48173","Glasscock","Y"
"48001027001",1182895,"TX","48043","Brewster","Y"
"48004057001",1183374,"TX","48121","Denton","Y"
"48000000149",3610497,"TX","48029","Bexar","Y"
"48000000164",3610518,"TX","48061","Cameron","Y"
"48000000250",3610939,"TX","48209","Hays","Y"
"48000000252",3610944,"TX","48213","Henderson","Y"
"48000000253",3610945,"TX","48215","Hidalgo","Y"
"48000000255",3610947,"TX","48219","Hockley","Y"
"48000000256",3610948,"TX","48221","Hood","Y"
"48000000257",3610949,"TX","48223","Hopkins","Y"
"48000000211",3610858,"TX","48131","Duval","Y"
"48000000216",3610863,"TX","48139","Ellis","Y"
"48000000218",3610865,"TX","48145","Falls","Y"
"48000000274",3610972,"TX","48257","Kaufman","Y"
"48000000277",3610975,"TX","48263","Kent","Y"
"48000000285",3610986,"TX","48277","Lamar","Y"
"48000000288",3610990,"TX","48285","Lavaca","Y"
"48000000300",3611002,"TX","48313","Madison","Y"
"48000000307",3611009,"TX","48309","McLennan","Y"
"48000000310",3611012,"TX","48327","Menard","Y"
"48000000311",3611013,"TX","48329","Midland","Y"
"48000000315",3611019,"TX","48337","Montague","Y"
"48000000318",3611022,"TX","48343","Morris","Y"
"48009024001",1184483,"TX","48267","Kimble","Y"
"48004026001",1183343,"TX","48113","Dallas","Y"
"48004026002",1183344,"TX","48113","Dallas","Y"
"48001046001",1182901,"TX","48243","Jeff Davis","Y"
"48000000122",3609622,"TX","48147","Fannin","Y"
"48000000221",3610868,"TX","48151","Fisher","Y"
"48000000222",3610869,"TX","48153","Floyd","Y"
"48000000231",3610878,"TX","48171","Gillespie","Y"
"48000000244",3610927,"TX","48197","Hardeman","Y"
"48000000324",3611028,"TX","48355","Nueces","Y"
"48000000325",3611029,"TX","48357","Ochiltree","Y"
"48000000355",3611095,"TX","48417","Shackelford","Y"
"48000000361",3611102,"TX","48429","Stephens","Y"
"48000000367",3611113,"TX","48441","Taylor","Y"
"48000000370",3611117,"TX","48447","Throckmorton","Y"
"48000000138",3610486,"TX","48007","Aransas","Y"
"48000000152",3610500,"TX","48035","Bosque","Y"
"48000000157",3610505,"TX","48045","Briscoe","Y"
"48001166002",1182961,"TX","48479","Webb","Y"
"48000000371",3611118,"TX","48449","Titus","Y"
"48000000372",3611119,"TX","48451","Tom Green","Y"
"48000000373",3611120,"TX","48453","Travis","Y"
"48000000375",3611123,"TX","48457","Tyler","Y"
"48000000376",3611125,"TX","48459","Upshur","Y"
"48000000382",3611135,"TX","48471","Walker","Y"
"48000000385",3611141,"TX","48477","Washington","Y"
"48000000386",3611142,"TX","48479","Webb","Y"
"48000000389",3611145,"TX","48485","Wichita","Y"
"48000000392",3611148,"TX","48491","Williamson","Y"
"48003098001",1183245,"TX","48053","Burnet","Y"
"48000000398",3611154,"TX","48503","Young","Y"
"48000000400",3611156,"TX","48507","Zavala","Y"
"48001044001",3268716,"TX","48229","Hudspeth","Y"
"48001124001",1182926,"TX","48215","Hidalgo","Y"
"48000000174",3610821,"TX","48057","Calhoun","Y"
"48000000175",3610822,"TX","48059","Callahan","Y"
"48000000180",3610827,"TX","48069","Castro","Y"
"48000000191",3610838,"TX","48091","Comal","Y"
"48000000192",3610839,"TX","48093","Comanche","Y"
"48000000193",3610840,"TX","48095","Concho","Y"
"48000000194",3610841,"TX","48097","Cooke","Y"
"48007028001",1183808,"TX","48167","Galveston","Y"
"48000000201",3610848,"TX","48111","Dallam","Y"
"48000000202",3610849,"TX","48113","Dallas","Y"
"48000000208",3610855,"TX","48125","Dickens","Y"
"48000000213",3610860,"TX","48135","Ector","Y"
"48000000217",3610864,"TX","48143","Erath","Y"
"48000000219",3610866,"TX","48147","Fannin","Y"
"48000000220",3610867,"TX","48149","Fayette","Y"
"48000000223",3610870,"TX","48155","Foard","Y"
"48000000224",3610871,"TX","48157","Fort Bend","Y"
"48000000228",3610875,"TX","48165","Gaines","Y"
"48000000161",3610512,"TX","48053","Burnet","Y"
"48000000236",3610919,"TX","48181","Grayson","Y"
"48000000237",3610920,"TX","48183","Gregg","Y"
"48000000243",3610926,"TX","48195","Hansford","Y"
"48003032001",1183195,"TX","48309","McLennan","Y"
"48004089001",1183398,"TX","48147","Fannin",""
"48004089001",1183398,"TX","48181","Grayson","Y"
"48000000121",3609620,"TX","48209","Hays","Y"
"48000000189",3610836,"TX","48087","Collingsworth","Y"
"48000000111",3609229,"TX","48427","Starr","Y"
"48004142001",1183452,"TX","48097","Cooke","Y"
"48000000136",3610484,"TX","48003","Andrews","Y"
"48000000190",3610837,"TX","48089","Colorado","Y"
"48000000205",3610852,"TX","48117","Deaf Smith","Y"
"48000000225",3610872,"TX","48159","Franklin","Y"
"48000000176",3610823,"TX","48061","Cameron","Y"
"48000005007",1227738,"TX","48187","Guadalupe","Y"
"48009075001",1184498,"TX","48411","San Saba","Y"
"48000000240",3610923,"TX","48189","Hale","Y"
"48000000261",3610958,"TX","48231","Hunt","Y"
"48000000262",3610959,"TX","48233","Hutchinson","Y"
"48000000147",3610495,"TX","48025","Bee","Y"
"48000000177",3610824,"TX","48063","Camp","Y"
"48000000179",3610826,"TX","48067","Cass","Y"
"48000000181",3610828,"TX","48071","Chambers","Y"
"48000000182",3610829,"TX","48073","Cherokee","Y"
"48000000184",3610831,"TX","48077","Clay","Y"
"48000000187",3610834,"TX","48083","Coleman","Y"
"48000000188",3610835,"TX","48085","Collin","Y"
"48000000196",3610843,"TX","48101","Cottle","Y"
"48000000207",3610854,"TX","48121","Denton","Y"
"48000000210",3610857,"TX","48129","Donley","Y"
"48000000212",3610859,"TX","48133","Eastland","Y"
"48000000214",3610861,"TX","48137","Edwards","Y"
"48000000226",3610873,"TX","48161","Freestone","Y"
"48000000204",3610851,"TX","48123","DeWitt","Y"
"48000000206",3610853,"TX","48119","Delta","Y"
"48000000209",3610856,"TX","48127","Dimmit","Y"
"48000000227",3610874,"TX","48163","Frio","Y"
"48000000238",3610921,"TX","48185","Grimes","Y"
"48000000270",3610968,"TX","48249","Jim Wells","Y"
"48000000273",3610971,"TX","48255","Karnes","Y"
"48001238001",1183017,"TX","48249","Jim Wells","Y"
"48000000159",3610510,"TX","48049","Brown","Y"
"48000000229",3610876,"TX","48167","Galveston","Y"
"48000000230",3610877,"TX","48169","Garza","Y"
"48000000123",3609624,"TX","48249","Jim Wells","Y"
"48000000283",3610984,"TX","48275","Knox","Y"
"48000000293",3610995,"TX","48293","Limestone","Y"
"48000000302",3611004,"TX","48317","Martin","Y"
"48000000303",3611005,"TX","48319","Mason","Y"
"48000000305",3611007,"TX","48323","Maverick","Y"
"48000000306",3611008,"TX","48307","McCulloch","Y"
"48000000308",3611010,"TX","48311","McMullen","Y"
"48000000309",3611011,"TX","48325","Medina","Y"
"48000000312",3611014,"TX","48331","Milam","Y"
"48000000313",3611015,"TX","48333","Mills","Y"
"48000000314",3611016,"TX","48335","Mitchell","Y"
"48000000233",3610916,"TX","48175","Goliad","Y"
"48000000239",3610922,"TX","48187","Guadalupe","Y"
"48000000242",3610925,"TX","48193","Hamilton","Y"
"48000000248",3610931,"TX","48205","Hartley","Y"
"48000000249",3610938,"TX","48207","Haskell","Y"
"48000000254",3610946,"TX","48217","Hill","Y"
"48000000316",3611020,"TX","48339","Montgomery","Y"
"48000000317",3611021,"TX","48341","Moore","Y"
"48000000319",3611023,"TX","48345","Motley","Y"
"48000000320",3611024,"TX","48347","Nacogdoches","Y"
"48000000321",3611025,"TX","48349","Navarro","Y"
"48000000322",3611026,"TX","48351","Newton","Y"
"48000000327",3611031,"TX","48361","Orange","Y"
"48000000328",3611032,"TX","48363","Palo Pinto","Y"
"48000000329",3611033,"TX","48365","Panola","Y"
"48000000330",3611034,"TX","48367","Parker","Y"
"48000000266",3610964,"TX","48241","Jasper","Y"
"48000000271",3610969,"TX","48251","Johnson","Y"
"48000000272",3610970,"TX","48253","Jones","Y"
"48000000284",3610985,"TX","48283","La Salle","Y"
"48000000127",3610296,"TX","48453","Travis","Y"
"48001028001",1182896,"TX","48461","Upton","Y"
"48000000331",3611035,"TX","48369","Parmer","Y"
"48000000286",3610987,"TX","48279","Lamb","Y"
"48000000292",3610994,"TX","48291","Liberty","Y"
"48000000295",3610997,"TX","48297","Live Oak","Y"
"48000000299",3611001,"TX","48305","Lynn","Y"
"48000000234",3610917,"TX","48177","Gonzales","Y"
"48000000241",3610924,"TX","48191","Hall","Y"
"48000000333",3611053,"TX","48373","Polk","Y"
"48000000334",3611054,"TX","48375","Potter","Y"
"48000000336",3611056,"TX","48379","Rains","Y"
"48000000337",3611057,"TX","48381","Randall","Y"
"48000000338",3611058,"TX","48383","Reagan","Y"
"48000000235",3610918,"TX","48179","Gray","Y"
"48000000348",3611073,"TX","48403","Sabine","Y"
"48000000353",3611078,"TX","48413","Schleicher","Y"
"48000000359",3611100,"TX","48425","Somervell","Y"
"48000000362",3611103,"TX","48431","Sterling","Y"
"48004226001",1183477,"TX","48367","Parker","Y"
"48000000132",3610453,"TX","48445","Terry","Y"
"48000000143",3610491,"TX","48017","Bailey","Y"
"48000000146",3610494,"TX","48023","Baylor","Y"
"48000000151",3610499,"TX","48033","Borden","Y"
"48007646001",1184193,"TX","48201","Harris","Y"
"48000000339",3611063,"TX","48385","Real","Y"
"48000000340",3611064,"TX","48387","Red River","Y"
"48000000346",3611070,"TX","48399","Runnels","Y"
"48000000347",3611071,"TX","48401","Rusk","Y"
"48000000354",3611094,"TX","48415","Scurry","Y"
"48000000358",3611099,"TX","48423","Smith","Y"
"48000000365",3611108,"TX","48437","Swisher","Y"
"48000000369",3611116,"TX","48445","Terry","Y"
"48000000374",3611121,"TX","48455","Trinity","Y"
"48000000380",3611132,"TX","48467","Van Zandt","Y"
"48071241001",3150676,"TX","48201","Harris","Y"
"48004076001",1183387,"TX","48181","Grayson","Y"
"48001131004",3540036,"TX","48061","Cameron","Y"
"48000000163",3610517,"TX","48497","Wise","Y"
"48000000342",3611066,"TX","48391","Refugio","Y"
"48000000343",3611067,"TX","48393","Roberts","Y"
"48000000351",3611076,"TX","48409","San Patricio","Y"
"48000000352",3611077,"TX","48411","San Saba","Y"
"48000000356",3611096,"TX","48419","Shelby","Y"
"48001151006",3516498,"TX","48157","Fort Bend","Y"
"48000000170",3610571,"TX","48037","Bowie","Y"
"48000000264",3610962,"TX","48237","Jack","Y"
"48000000265",3610963,"TX","48239","Jackson","Y"
"48000000279",3610977,"TX","48267","Kimble","Y"
"48000000289",3610991,"TX","48287","Lee","Y"
"48000000294",3610996,"TX","48295","Lipscomb","Y"
"48000000296",3610998,"TX","48299","Llano","Y"
"48000000304",3611006,"TX","48321","Matagorda","Y"
"48000000165",3610547,"TX","48133","Eastland","Y"
"48000000168",3610569,"TX","48453","Travis","Y"
"48000000172",3610632,"TX","48243","Jeff Davis","Y"
"48000000130",3610396,"TX","48367","Parker","Y"
"48000000393",3611149,"TX","48493","Wilson","Y"
"48000000403",3611315,"TX","48187","Guadalupe","Y"
"48004083001",1183393,"TX","48181","Grayson","Y"
"48000120001",1227741,"TX","48211","Hemphill","Y"
"48000000357",3611097,"TX","48421","Sherman","Y"
"48000000383",3611137,"TX","48473","Waller","Y"
"48000000387",3611143,"TX","48481","Wharton","Y"
"48000000388",3611144,"TX","48483","Wheeler","Y"
"48000000390",3611146,"TX","48487","Wilbarger","Y"
"48000000395",3611151,"TX","48497","Wise","Y"
"48000000396",3611152,"TX","48499","Wood","Y"
"48000000397",3611153,"TX","48501","Yoakum","Y"
"48000000134",3610478,"TX","48001","Anderson","Y"
"48009163001",1227954,"TX","48319","Mason","Y"
"48000000349",3611074,"TX","48405","San Augustine","Y"
"48000000366",3611112,"TX","48439","Tarrant","Y"
"48000000140",3610488,"TX","48011","Armstrong","Y"
"48000000178",3610825,"TX","48065","Carson","Y"
"48000000185",3610832,"TX","48079","Cochran","Y"
"48000000199",3610846,"TX","48107","Crosby","Y"
"48000000344",3611068,"TX","48395","Robertson","Y"
"48000000350",3611075,"TX","48407","San Jacinto","Y"
"48000000378",3611128,"TX","48463","Uvalde","Y"
"48000000391",3611147,"TX","48489","Willacy","Y"
"48005075002",1183625,"TX","48073","Cherokee","Y"
"48000000158",3610509,"TX","48047","Brooks","Y"
"48000000345",3611069,"TX","48397","Rockwall","Y"
"48000000363",3611104,"TX","48433","Stonewall","Y"
"48000000381",3611133,"TX","48469","Victoria","Y"
"48000000144",3610492,"TX","48019","Bandera","Y"
"48000000145",3610493,"TX","48021","Bastrop","Y"
"48000000148",3610496,"TX","48027","Bell","Y"
"48000000153",3610501,"TX","48037","Bowie","Y"
"48000000137",3610485,"TX","48005","Angelina","Y"
"48000000141",3610489,"TX","48013","Atascosa","Y"
"48000000154",3610502,"TX","48039","Brazoria","Y"
"48000000246",3610929,"TX","48201","Harris","Y"
"48000000259",3610954,"TX","48227","Howard","Y"
"48000000269",3610967,"TX","48247","Jim Hogg","Y"
"48000000282",3610983,"TX","48273","Kleberg","Y"
"48000000290",3610992,"TX","48289","Leon","Y"
"48000000162",3610515,"TX","48071","Chambers","Y"
"48000000404",3611321,"TX","48201","Harris","Y"
"48000000405",3611432,"TX","48453","Travis","Y"
"48007080001",1183904,"TX","48201","Harris","Y"
"48007632001",1184184,"TX","48201","Harris","Y"
"48007039102",2883840,"TX","48201","Harris","Y"
"48007039024",1183833,"TX","48201","Harris","Y"
"48007039108",2884264,"TX","48201","Harris","Y"
"48000000407",3612156,"TX","48201","Harris","Y"
"48000000408",3612157,"TX","48201","Harris","Y"
"48007039094",2885519,"TX","48201","Harris","Y"
"48007039002",1183821,"TX","48201","Harris","Y"
"48007039025",1183834,"TX","48201","Harris","Y"
"48007039043",1183838,"TX","48201","Harris","Y"
"48001204001",1182983,"TX","48355","Nueces","Y"
"48007039090",1183855,"TX","48201","Harris","Y"
"48007039026",1183835,"TX","48201","Harris","Y"
"48007039082",1183850,"TX","48201","Harris","Y"
"48002016001",1183115,"TX","48227","Howard","Y"
"48002040001",1227786,"TX","48335","Mitchell","Y"
"48000000406",3612155,"TX","48201","Harris","Y"
"48007039091",1183856,"TX","48201","Harris","Y"
"48007039035",1183836,"TX","48201","Harris","Y"
"48007039018",1183829,"TX","48201","Harris","Y"
"48007039101",3272948,"TX","48201","Harris","Y"
"48008150001",1184447,"TX","48149","Fayette","Y"
"48000000402",3611236,"TX","48061","Cameron","Y"
"48007039006",1183824,"TX","48201","Harris","Y"
"48003033004",2902595,"TX","48453","Travis","Y"
"48006009007",1183681,"TX","48245","Jefferson","Y"
"48003033016",3514807,"TX","48453","Travis","Y"
"48000000412",3612700,"TX","48141","El Paso","Y"
"48009508001",1184510,"TX","48361","Orange","Y"
"48003033500",3514842,"TX","48453","Travis","Y"
"48000000410",3612351,"TX","48453","Travis","Y"
"48005076001",1227882,"TX","48315","Marion","Y"
"48001135001",1182939,"TX","48215","Hidalgo","Y"
"48002068001",1183147,"TX","48125","Dickens","Y"
"48006035001",1183702,"TX","48245","Jefferson","Y"
"48000000416",3613029,"TX","48161","Freestone","Y"
"48004086001",1183395,"TX","48181","Grayson","Y"
"48009003001",1184467,"TX","48083","Coleman","Y"
"48003112001",1227824,"TX","48145","Falls","Y"
"48000000414",3612797,"TX","48027","Bell","Y"
"48001296001",1183045,"TX","48469","Victoria","Y"
"48001257001",1183030,"TX","48025","Bee","Y"
"48003033005",1183199,"TX","48453","Travis","Y"
"48002065001",1183145,"TX","48165","Gaines","Y"
"48007424001",1184069,"TX","48039","Brazoria","Y"
"48007410001",1184064,"TX","48015","Austin","Y"
"48000000418",3613135,"TX","48215","Hidalgo","Y"
"48000000411",3612390,"TX","48453","Travis","Y"
"48000000417",3613122,"TX","48491","Williamson","Y"
"48000105001",1182799,"TX","48375","Potter","Y"
"48007180001",1183984,"TX","48339","Montgomery","Y"
"48004122011",3514356,"TX","48439","Tarrant","Y"
"48000000436",3613897,"TX","48021","Bastrop","Y"
"48000000437",3613898,"TX","48023","Baylor","Y"
"48001549001",430568,"TX","48127","Dimmit","Y"
"48001097001",3542800,"TX","48187","Guadalupe","Y"
"48000000428",3613888,"TX","48003","Andrews","Y"
"48000000429",3613890,"TX","48005","Angelina","Y"
"48000000432",3613893,"TX","48013","Atascosa","Y"
"48000000443",3613905,"TX","48035","Bosque","Y"
"48000000421",3613307,"TX","48139","Ellis","Y"
"48000000468",3613950,"TX","48089","Colorado","Y"
"48000000470",3613952,"TX","48093","Comanche","Y"
"48000000471",3613954,"TX","48095","Concho","Y"
"48000000480",3613964,"TX","48113","Dallas","Y"
"48000000430",3613891,"TX","48007","Aransas","Y"
"48000000434",3613895,"TX","48015","Austin","Y"
"48000000438",3613899,"TX","48025","Bee","Y"
"48000000450",3613914,"TX","48051","Burleson","Y"
"48000000454",3613934,"TX","48059","Callahan","Y"
"48000000459",3613940,"TX","48071","Chambers","Y"
"48000000464",3613946,"TX","48081","Coke","Y"
"48000000466",3613948,"TX","48085","Collin","Y"
"48000000469",3613951,"TX","48091","Comal","Y"
"48000000479",3613963,"TX","48111","Dallam","Y"
"48000000444",3613907,"TX","48037","Bowie","Y"
"48000000483",3613967,"TX","48119","Delta","Y"
"48000000496",3614056,"TX","48147","Fannin","Y"
"48000000499",3614060,"TX","48153","Floyd","Y"
"48001151005",432052,"TX","48163","Frio","Y"
"48000000506",3614067,"TX","48171","Gillespie","Y"
"48000000507",3614068,"TX","48173","Glasscock","Y"
"48000000509",3614070,"TX","48177","Gonzales","Y"
"48000000512",3614073,"TX","48183","Gregg","Y"
"48000000513",3614074,"TX","48189","Hale","Y"
"48000000515",3614076,"TX","48193","Hamilton","Y"
"48000000518",3614079,"TX","48199","Hardin","Y"
"48000000521",3614082,"TX","48205","Hartley","Y"
"48001097700",3542462,"TX","48019","Bandera","Y"
"48000000463",3613945,"TX","48079","Cochran","Y"
"48000000490",3614050,"TX","48135","Ector","Y"
"48000000493",3614053,"TX","48139","Ellis","Y"
"48000000503",3614064,"TX","48165","Gaines","Y"
"48000000504",3614065,"TX","48167","Galveston","Y"
"48000000505",3614066,"TX","48169","Garza","Y"
"48000000525",3614086,"TX","48213","Henderson","Y"
"48000000484",3614043,"TX","48121","Denton","Y"
"48000000494",3614054,"TX","48143","Erath","Y"
"48000000519",3614080,"TX","48201","Harris","Y"
"48000000522",3614083,"TX","48207","Haskell","Y"
"48000000523",3614084,"TX","48209","Hays","Y"
"48000000537",3614125,"TX","48239","Jackson","Y"
"48000000526",3614090,"TX","48217","Hill","Y"
"48000000530",3614095,"TX","48225","Houston","Y"
