"CWNS_ID","FACILITY_ID","STATE_CODE","FACILITY_TYPE","CHANGE_TYPE"
"48008020001",1184366,"TX","Collection: Separate Sewers","No Change"
"48009004001",1184468,"TX","Collection: Separate Sewers","No Change"
"48002074001",1227797,"TX","Treatment Plant","No Change"
"48005105001",1227889,"TX","Collection: Separate Sewers","No Change"
"48000000122",3609622,"TX","Collection: Separate Sewers","New"
"48004122001",1183431,"TX","Water Reuse","No Change"
"48000000447",3613911,"TX","Onsite Wastewater Treatment System","New"
"48005055001",1183608,"TX","Treatment Plant","No Change"
"48007039025",1183834,"TX","Treatment Plant","Rehabilitation"
"48007875001",1184323,"TX","Treatment Plant","No Change"
"48004007001",1183322,"TX","Treatment Plant","No Change"
"48005070001",1183619,"TX","Treatment Plant","No Change"
"48007817001",1184285,"TX","Treatment Plant","No Change"
"48001257001",1183030,"TX","Treatment Plant","Rehabilitation"
"48007067001",1183896,"TX","Collection: Separate Sewers","No Change"
"48007617001",1184177,"TX","Collection: Separate Sewers","No Change"
"48009504001",1184506,"TX","Treatment Plant","No Change"
"48071221001",3149308,"TX","Treatment Plant","No Change"
"48071221001",3149308,"TX","Collection: Separate Sewers","No Change"
"48008019002",1184365,"TX","Collection: Separate Sewers","No Change"
"48008034001",1184381,"TX","Treatment Plant","No Change"
"48001220001",3008982,"TX","Treatment Plant","No Change"
"48001220001",3008982,"TX","Collection: Separate Sewers","No Change"
"48071214001",3149060,"TX","Treatment Plant","No Change"
"48071214001",3149060,"TX","Collection: Separate Sewers","No Change"
"48007222001",1184013,"TX","Treatment Plant","No Change"
"48007769001",1184262,"TX","Collection: Separate Sewers","No Change"
"48006200001",3526536,"TX","Collection: Separate Sewers","No Change"
"48007039094",2885519,"TX","Treatment Plant","Rehabilitation"
"48007039094",2885519,"TX","Collection: Separate Sewers","Rehabilitation"
"48001125006",2886402,"TX","Collection: Separate Sewers","No Change"
"48000017010",420616,"TX","Collection: Separate Sewers","No Change"
"48000164001",1182845,"TX","Collection: Separate Sewers","No Change"
"48001104003",1182908,"TX","Collection: Separate Sewers","Rehabilitation"
"48001104003",1182908,"TX","Collection: Separate Sewers","Expansion"
"48001104003",1182908,"TX","Collection: Separate Sewers","Process Improvement"
"48002065001",1183145,"TX","Treatment Plant","No Change"
"48004021001",1183337,"TX","Collection: Separate Sewers","Replacement"
"48004226001",1183477,"TX","Collection: Separate Sewers","Rehabilitation"
"48007039035",1183836,"TX","Treatment Plant","Rehabilitation"
"48007212001",1184005,"TX","Treatment Plant","No Change"
"48007212001",1184005,"TX","Collection: Separate Sewers","No Change"
"48007581001",1184157,"TX","Treatment Plant","No Change"
"48000000174",3610821,"TX","Agriculture - Cropland","Expansion"
"48000000175",3610822,"TX","Agriculture - Cropland","Expansion"
"48000000196",3610843,"TX","Agriculture - Cropland","Expansion"
"48007033009",413590,"TX","Treatment Plant","No Change"
"48003287001",1183311,"TX","Collection: Separate Sewers","No Change"
"48005062001",1183613,"TX","Collection: Separate Sewers","No Change"
"48005101001",1183649,"TX","Treatment Plant","No Change"
"48007039076",1183846,"TX","Collection: Separate Sewers","Rehabilitation"
"48007039091",1183856,"TX","Collection: Separate Sewers","Rehabilitation"
"48007733001",1184243,"TX","Collection: Separate Sewers","No Change"
"48009516001",1184517,"TX","Treatment Plant","No Change"
"48005112001",1227890,"TX","Collection: Separate Sewers","No Change"
"48004354009",1227866,"TX","Collection: Separate Sewers","No Change"
"48000145001",1182828,"TX","Collection: Separate Sewers","No Change"
"48001294001",1183043,"TX","Collection: Separate Sewers","No Change"
"48003223001",3174310,"TX","Collection: Separate Sewers","No Change"
"48000150001",1182833,"TX","Treatment Plant","No Change"
"48004116001",1183425,"TX","Collection: Separate Sewers","No Change"
"48004330001",1183512,"TX","Collection: Separate Sewers","No Change"
"48005265001",1183669,"TX","Treatment Plant","No Change"
"48005265001",1183669,"TX","Collection: Separate Sewers","No Change"
"48000160001",1182841,"TX","Collection: Separate Sewers","No Change"
"48001243001",1183021,"TX","Treatment Plant","Rehabilitation"
"48001243001",1183021,"TX","Treatment Plant","Increase Capacity"
"48001243001",1183021,"TX","Treatment Plant","Process Improvement"
"48000000364",3611107,"TX","Agriculture - Cropland","No Change"
"48000000506",3614067,"TX","Onsite Wastewater Treatment System","New"
"48000000351",3611076,"TX","Agriculture - Cropland","Expansion"
"48005013001",1227868,"TX","Treatment Plant","No Change"
"48005256001",1183667,"TX","Collection: Separate Sewers","No Change"
"48006154001",1183755,"TX","Collection: Separate Sewers","No Change"
"48006167001",1183758,"TX","Treatment Plant","No Change"
"48007151001",1183960,"TX","Collection: Separate Sewers","No Change"
"48006063002",1183721,"TX","Treatment Plant","No Change"
"48004132001",1183442,"TX","Collection: Separate Sewers","No Change"
"48003035004",3517258,"TX","Treatment Plant","No Change"
"48004354011",2807940,"TX","Treatment Plant","No Change"
"48004354011",2807940,"TX","Collection: Separate Sewers","No Change"
"48008015015",3103368,"TX","Collection: Separate Sewers","No Change"
"48000000259",3610954,"TX","Agriculture - Cropland","Expansion"
"48000000438",3613899,"TX","Onsite Wastewater Treatment System","New"
"48000000480",3613964,"TX","Onsite Wastewater Treatment System","New"
"48000000471",3613954,"TX","Onsite Wastewater Treatment System","New"
"48121280001",3175148,"TX","Collection: Separate Sewers","No Change"
"48005137001",1183661,"TX","Collection: Separate Sewers","No Change"
"48006024002",1183697,"TX","Collection: Separate Sewers","No Change"
"48006099001",3532396,"TX","Collection: Separate Sewers","No Change"
"48000133001",1182819,"TX","Collection: Separate Sewers","No Change"
"48000148001",1182831,"TX","Collection: Separate Sewers","No Change"
"48001249001",1183026,"TX","Treatment Plant","No Change"
"48002081001",1183152,"TX","Treatment Plant","No Change"
"48007039003",1183822,"TX","Collection: Separate Sewers","No Change"
"48007402001",1184063,"TX","Treatment Plant","No Change"
"48007513001",1184115,"TX","Collection: Separate Sewers","No Change"
"48071265001",3126030,"TX","Treatment Plant","No Change"
"48001024001",1182892,"TX","Treatment Plant","No Change"
"48001024001",1182892,"TX","Collection: Separate Sewers","No Change"
"48001199001",1182976,"TX","Collection: Separate Sewers","No Change"
"48007688001",1184215,"TX","Collection: Separate Sewers","No Change"
"48001181001",1182966,"TX","Collection: Separate Sewers","No Change"
"48001189001",1182971,"TX","Collection: Separate Sewers","No Change"
"48002046001",1227788,"TX","Collection: Separate Sewers","No Change"
"48071166001",3119533,"TX","Collection: Separate Sewers","No Change"
"48000134001",1182820,"TX","Treatment Plant","No Change"
"48001005001",1182874,"TX","Treatment Plant","No Change"
"48003084001",1183235,"TX","Treatment Plant","Increase Capacity"
"48003084001",1183235,"TX","Treatment Plant","Increase Level Of Treatment"
"48003084001",1183235,"TX","Treatment Plant","Climate Change Adaptation"
"48003108001",1183253,"TX","Collection: Separate Sewers","No Change"
"48006002001",1183673,"TX","Treatment Plant","No Change"
"48007180001",1183984,"TX","Collection: Separate Sewers","New"
"48001044001",3268716,"TX","Treatment Plant","Increase Capacity"
"48001044001",3268716,"TX","Treatment Plant","Increase Level Of Treatment"
"48004108001",1183415,"TX","Collection: Separate Sewers","No Change"
"48008069001",1184411,"TX","Treatment Plant","Increase Capacity"
"48001203004",1182978,"TX","Treatment Plant","No Change"
"48005080001",1183629,"TX","Treatment Plant","No Change"
"48007098001",1183920,"TX","Treatment Plant","No Change"
"48004094001",1227847,"TX","Collection: Separate Sewers","Replacement"
"48007107001",1183928,"TX","Collection: Separate Sewers","No Change"
"48005006007",3521755,"TX","Treatment Plant","No Change"
"48000000419",3613244,"TX","Treatment Plant","New"
"48000000324",3611028,"TX","Agriculture - Cropland","Expansion"
"48000000105",3608881,"TX","Onsite Wastewater Treatment System","Abandonment"
"48000000255",3610947,"TX","Agriculture - Cropland","Expansion"
"48000000124",3609625,"TX","Treatment Plant","No Change"
"48000000274",3610972,"TX","Agriculture - Cropland","Expansion"
"48000000283",3610984,"TX","Agriculture - Cropland","Expansion"
"48008069001",1184411,"TX","Collection: Separate Sewers","No Change"
"48001211003",2913205,"TX","Treatment Plant","No Change"
"48001125001",1182927,"TX","Treatment Plant","No Change"
"48002067001",1183146,"TX","Treatment Plant","No Change"
"48002067001",1183146,"TX","Collection: Separate Sewers","No Change"
"48007039098",1183857,"TX","Collection: Separate Sewers","No Change"
"48009045001",1184491,"TX","Treatment Plant","No Change"
"48001217001",1227773,"TX","Collection: Separate Sewers","Rehabilitation"
"48001217001",1227773,"TX","Collection: Separate Sewers","Replacement"
"48003140002",1227828,"TX","Collection: Separate Sewers","No Change"
"48001201001",1182977,"TX","Treatment Plant","No Change"
"48004205001",1183460,"TX","Treatment Plant","No Change"
"48004362002",1183533,"TX","Collection: Separate Sewers","No Change"
"48006010001",1183682,"TX","Treatment Plant","No Change"
"48007039061",1183840,"TX","Treatment Plant","Rehabilitation"
"48007802001",1184277,"TX","Treatment Plant","No Change"
"48001121001",1227767,"TX","Collection: Separate Sewers","No Change"
"48004202001",1227850,"TX","Collection: Separate Sewers","No Change"
"48007060001",1227911,"TX","Collection: Separate Sewers","No Change"
"48001681001",418326,"TX","Treatment Plant","No Change"
"48071241001",3150676,"TX","Water Reuse","New"
"48000000187",3610834,"TX","Agriculture - Cropland","Expansion"
"48000000215",3610862,"TX","Agriculture - Cropland","No Change"
"48000000278",3610976,"TX","Agriculture - Cropland","Expansion"
"48000000320",3611024,"TX","Agriculture - Cropland","Expansion"
"48000000321",3611025,"TX","Agriculture - Cropland","Expansion"
"48001242801",3526196,"TX","Phase II MS4","No Change"
"48001252001",1183027,"TX","Treatment Plant","No Change"
"48005065001",1183615,"TX","Collection: Separate Sewers","No Change"
"48006070001",1183725,"TX","Treatment Plant","No Change"
"48007803001",1184278,"TX","Treatment Plant","No Change"
"48006049002",421221,"TX","Collection: Separate Sewers","No Change"
"48007728001",1184240,"TX","Treatment Plant","No Change"
"48005042001",1183598,"TX","Treatment Plant","No Change"
"48007020001",1183791,"TX","Collection: Separate Sewers","No Change"
"48007099001",1183921,"TX","Collection: Separate Sewers","No Change"
"48007872001",1184320,"TX","Collection: Separate Sewers","No Change"
"48007933001",1184344,"TX","Collection: Separate Sewers","No Change"
"48009001002",1184465,"TX","Treatment Plant","No Change"
"48001131004",3540036,"TX","Collection: Separate Sewers","Rehabilitation"
"48007046006",3537816,"TX","Treatment Plant","No Change"
"48008036001",1227938,"TX","Collection: Separate Sewers","No Change"
"48001124002",2844665,"TX","Collection: Separate Sewers","No Change"
"48002014002",2835401,"TX","Collection: Separate Sewers","No Change"
"48005009001",1183571,"TX","Collection: Separate Sewers","No Change"
"48007180001",1183984,"TX","Collection: Interceptor Sewers","New"
"48000000441",3613902,"TX","Onsite Wastewater Treatment System","New"
"48000000452",3613931,"TX","Onsite Wastewater Treatment System","New"
"48000000459",3613940,"TX","Onsite Wastewater Treatment System","New"
"48000000469",3613951,"TX","Onsite Wastewater Treatment System","New"
"48000000482",3613966,"TX","Onsite Wastewater Treatment System","No Change"
"48000168001",1182849,"TX","Collection: Separate Sewers","No Change"
"48007826001",2953762,"TX","Collection: Separate Sewers","No Change"
"48001038001",3153697,"TX","Collection: Separate Sewers","No Change"
"48002072001",1227796,"TX","Collection: Separate Sewers","No Change"
"48003072001",1227814,"TX","Collection: Separate Sewers","No Change"
"48007518001",1227925,"TX","Collection: Separate Sewers","No Change"
"48000004007",2827220,"TX","Treatment Plant","No Change"
"48000004007",2827220,"TX","Collection: Separate Sewers","No Change"
"48001032001",1227760,"TX","Treatment Plant","No Change"
"48004143001",1227849,"TX","Collection: Separate Sewers","No Change"
"48005003001",1227867,"TX","Treatment Plant","No Change"
"48004283001",2827521,"TX","Collection: Separate Sewers","No Change"
"48006052001",1227898,"TX","Treatment Plant","No Change"
"48008060001",1227941,"TX","Collection: Separate Sewers","No Change"
"48004122001",1183431,"TX","Treatment Plant","Rehabilitation"
"48007707001",1184228,"TX","Treatment Plant","No Change"
"48007847001",1184301,"TX","Treatment Plant","No Change"
"48000000156",3610504,"TX","Agriculture - Cropland","No Change"
"48000000398",3611154,"TX","Agriculture - Cropland","Expansion"
"48000000499",3614060,"TX","Onsite Wastewater Treatment System","New"
"48000000428",3613888,"TX","Onsite Wastewater Treatment System","New"
"48000000159",3610510,"TX","Agriculture - Cropland","Expansion"
"48000000209",3610856,"TX","Agriculture - Cropland","Expansion"
"48000000182",3610829,"TX","Agriculture - Cropland","Expansion"
"48008072001",1184413,"TX","Collection: Separate Sewers","No Change"
"48001206001",1182986,"TX","Collection: Separate Sewers","No Change"
"48004360001",1183531,"TX","Treatment Plant","No Change"
"48007046001",1183864,"TX","Treatment Plant","No Change"
"48007506001",1184110,"TX","Treatment Plant","No Change"
"48009010001",1184473,"TX","Collection: Separate Sewers","No Change"
"48005158001",1183662,"TX","Treatment Plant","No Change"
"48006015001",1183686,"TX","Collection: Separate Sewers","No Change"
"48007583001",1184159,"TX","Collection: Separate Sewers","No Change"
"48004214001",1227855,"TX","Treatment Plant","No Change"
"48003045001",1227806,"TX","Collection: Separate Sewers","No Change"
"48004122001",1183431,"TX","Collection: Separate Sewers","No Change"
"48005101001",1183649,"TX","Collection: Separate Sewers","No Change"
"48007105001",1183926,"TX","Collection: Separate Sewers","No Change"
"48007828001",1184290,"TX","Collection: Separate Sewers","No Change"
"48000000208",3610855,"TX","Agriculture - Cropland","Expansion"
"48000000243",3610926,"TX","Agriculture - Cropland","Expansion"
"48004207001",1227852,"TX","Treatment Plant","Increase Capacity"
"48001097700",3542462,"TX","Onsite Wastewater Treatment System","New"
"48002018002",411191,"TX","Treatment Plant","No Change"
"48007039067",2883822,"TX","Treatment Plant","Rehabilitation"
"48001116001",1227766,"TX","Treatment Plant","No Change"
"48004055001",1227838,"TX","Collection: Separate Sewers","No Change"
"48004367001",1183537,"TX","Collection: Separate Sewers","No Change"
"48007646001",1184193,"TX","Treatment Plant","Increase Capacity"
"48000001003",1182783,"TX","Treatment Plant","No Change"
"48000001003",1182783,"TX","Collection: Separate Sewers","No Change"
"48000117001",1182807,"TX","Collection: Separate Sewers","No Change"
"48001151004",411058,"TX","Treatment Plant","No Change"
"48001112001",1182916,"TX","Treatment Plant","Rehabilitation"
"48001112001",1182916,"TX","Treatment Plant","Increase Capacity"
"48003012001",1183177,"TX","Collection: Separate Sewers","No Change"
"48004088001",1183397,"TX","Treatment Plant","No Change"
"48004354006",1183523,"TX","Collection: Separate Sewers","No Change"
"48005040001",1183596,"TX","Treatment Plant","No Change"
"48006059001",1183716,"TX","Treatment Plant","No Change"
"48007749001",1184250,"TX","Treatment Plant","No Change"
"48002015002",3510576,"TX","Water Reuse","No Change"
"48071208001",3148208,"TX","Treatment Plant","No Change"
"48009008002",3539856,"TX","Treatment Plant","No Change"
"48000145001",1182828,"TX","Treatment Plant","No Change"
"48003031001",1183194,"TX","Treatment Plant","Rehabilitation"
"48003031001",1183194,"TX","Treatment Plant","Increase Capacity"
"48003031001",1183194,"TX","Treatment Plant","Increase Level Of Treatment"
"48003044001",1183209,"TX","Treatment Plant","No Change"
"48003111003",1183257,"TX","Collection: Separate Sewers","No Change"
"48008048001",1184395,"TX","Treatment Plant","No Change"
"48008068002",1184410,"TX","Treatment Plant","No Change"
"48002001001",1183105,"TX","Collection: Separate Sewers","No Change"
"48003136001",1183273,"TX","Treatment Plant","No Change"
"48004096001",1183404,"TX","Treatment Plant","No Change"
"48004256001",1183488,"TX","Treatment Plant","No Change"
"48007043001",1183863,"TX","Collection: Separate Sewers","No Change"
"48007495001",1184102,"TX","Collection: Separate Sewers","No Change"
"48007573001",1184150,"TX","Treatment Plant","No Change"
"48008037002",1184384,"TX","Treatment Plant","No Change"
"48007039085",1183852,"TX","Collection: Separate Sewers","No Change"
"48008019001",1184364,"TX","Collection: Separate Sewers","No Change"
"48008078001",1184419,"TX","Treatment Plant","No Change"
"48004059001",1227839,"TX","Collection: Separate Sewers","No Change"
"48001150004",454853,"TX","Onsite Wastewater Treatment System","No Change"
"48001004001",1182873,"TX","Treatment Plant","No Change"
"48001146001",1182949,"TX","Collection: Separate Sewers","No Change"
"48002058001",1183140,"TX","Treatment Plant","No Change"
"48007161001",1183970,"TX","Collection: Separate Sewers","No Change"
"48001056001",3513956,"TX","Treatment Plant","No Change"
"48001403001",1183075,"TX","Collection: Separate Sewers","No Change"
"48007110001",1227915,"TX","Collection: Separate Sewers","No Change"
"48001549001",430568,"TX","Onsite Wastewater Treatment System","New"
"48000000339",3611063,"TX","Agriculture - Cropland","Expansion"
"48000120001",1227741,"TX","Collection: Separate Sewers","Replacement"
"48005093001",1183644,"TX","Treatment Plant","No Change"
"48005093001",1183644,"TX","Collection: Separate Sewers","No Change"
"48007541001",1184133,"TX","Treatment Plant","No Change"
"48007849001",1184304,"TX","Treatment Plant","No Change"
"48001818001",3506860,"TX","Collection: Separate Sewers","No Change"
"48006091001",1227903,"TX","Treatment Plant","No Change"
"48004045001",1183364,"TX","Collection: Separate Sewers","No Change"
"48004204001",1183459,"TX","Collection: Separate Sewers","No Change"
"48004354016",2808380,"TX","Water Reuse","No Change"
"48006005001",2927583,"TX","Collection: Separate Sewers","No Change"
"48000000245",3610928,"TX","Agriculture - Cropland","Expansion"
"48000000225",3610872,"TX","Agriculture - Cropland","Expansion"
"48000000548",3614330,"TX","Onsite Wastewater Treatment System","New"
"48008150001",1184447,"TX","Collection: Combined Sewers","Replacement"
"48008150001",1184447,"TX","Collection: Combined Sewers","Improve Energy Efficiency"
"48001124001",1182926,"TX","Collection: Combined Sewers","Replacement"
"48001124001",1182926,"TX","Collection: Combined Sewers","Improve Energy Efficiency"
"48003008902",3532196,"TX","Phase II MS4","No Change"
"48007012007",1065891,"TX","Collection: Separate Sewers","No Change"
"48003075001",1183226,"TX","Treatment Plant","No Change"
"48001029001",1227759,"TX","Collection: Separate Sewers","No Change"
"48005030001",1227875,"TX","Collection: Separate Sewers","No Change"
"48000000536",3614111,"TX","Onsite Wastewater Treatment System","New"
"48000000549",3614345,"TX","Onsite Wastewater Treatment System","Abandonment"
"48000000288",3610990,"TX","Agriculture - Cropland","Expansion"
"48005125001",1227891,"TX","Collection: Separate Sewers","No Change"
"48001131001",1182935,"TX","Treatment Plant","No Change"
"48001131001",1182935,"TX","Collection: Separate Sewers","No Change"
"48005137001",1183661,"TX","Treatment Plant","No Change"
"48006004002",1183675,"TX","Treatment Plant","No Change"
"48006074001",1183728,"TX","Collection: Separate Sewers","Expansion"
"48001295001",1183044,"TX","Treatment Plant","No Change"
"48004018001",1183334,"TX","Treatment Plant","No Change"
"48005091001",1183641,"TX","Treatment Plant","No Change"
"48007300002",1184050,"TX","Collection: Separate Sewers","No Change"
"48003030003",2967924,"TX","Collection: Separate Sewers","No Change"
"48071132001",3149415,"TX","Treatment Plant","No Change"
"48003043003",3514976,"TX","Treatment Plant","Increase Capacity"
"48005007001",1183569,"TX","Collection: Separate Sewers","No Change"
"48007002001",1183772,"TX","Collection: Separate Sewers","No Change"
"48007305001",1184059,"TX","Treatment Plant","Increase Capacity"
"48001106001",1182911,"TX","Treatment Plant","No Change"
"48001151003",2865700,"TX","Onsite Wastewater Treatment System","New"
"48003026001",1183188,"TX","Treatment Plant","New"
"48003235001",1183294,"TX","Collection: Separate Sewers","No Change"
"48004079002",3510216,"TX","Treatment Plant","No Change"
"48001482001",1067974,"TX","Collection: Separate Sewers","No Change"
"48001216002",1182996,"TX","Collection: Separate Sewers","No Change"
"48005104001",1183651,"TX","Collection: Separate Sewers","No Change"
"48001219001",1182999,"TX","Treatment Plant","No Change"
"48001219001",1182999,"TX","Collection: Separate Sewers","No Change"
"48005092002",1183643,"TX","Treatment Plant","No Change"
"48007734001",1184244,"TX","Collection: Separate Sewers","No Change"
"48008056001",1184401,"TX","Collection: Separate Sewers","No Change"
"48071253001",3151008,"TX","Collection: Separate Sewers","No Change"
"48007680001",1184210,"TX","Collection: Separate Sewers","No Change"
"48000000197",3610844,"TX","Agriculture - Cropland","No Change"
"48000105006",1182801,"TX","Collection: Separate Sewers","No Change"
"48007180001",1183984,"TX","Treatment Plant","No Change"
"48007784001",1184269,"TX","Treatment Plant","No Change"
"48001064003",2862742,"TX","Collection: Separate Sewers","No Change"
"48006020004",2887746,"TX","Treatment Plant","No Change"
"48001151801",3542578,"TX","Phase II MS4","No Change"
"48001048001",3149313,"TX","Collection: Separate Sewers","No Change"
"48001258001",1070612,"TX","Treatment Plant","No Change"
"48000118001",1182808,"TX","Collection: Separate Sewers","No Change"
"48001236001",1183015,"TX","Collection: Separate Sewers","No Change"
"48003133001",1183272,"TX","Collection: Separate Sewers","No Change"
"48002062001",1183143,"TX","Collection: Interceptor Sewers","Replacement"
"48000000113",3609250,"TX","Collection: Separate Sewers","New"
"48006167001",1183758,"TX","Collection: Separate Sewers","No Change"
"48009501001",1184501,"TX","Collection: Separate Sewers","No Change"
"48001684001",3150468,"TX","Treatment Plant","No Change"
"48003223001",3174310,"TX","Treatment Plant","No Change"
"48003035004",3517258,"TX","Collection: Separate Sewers","No Change"
"48007046006",3537816,"TX","Storage Facility","No Change"
"48000000367",3611113,"TX","Agriculture - Cropland","Expansion"
"48000000375",3611123,"TX","Agriculture - Cropland","Expansion"
"48000000386",3611142,"TX","Agriculture - Cropland","Expansion"
"48001003002",1182872,"TX","Treatment Plant","No Change"
"48001153001",1182955,"TX","Collection: Separate Sewers","No Change"
"48003054001",1183214,"TX","Treatment Plant","No Change"
"48003054001",1183214,"TX","Collection: Separate Sewers","No Change"
"48003124001",1183268,"TX","Treatment Plant","No Change"
"48003140001",1183276,"TX","Treatment Plant","No Change"
"48005015001",1183576,"TX","Collection: Separate Sewers","No Change"
"48005028001",1183587,"TX","Treatment Plant","No Change"
"48006058001",1183715,"TX","Collection: Separate Sewers","No Change"
"48000000145",3610493,"TX","Agriculture - Cropland","Expansion"
"48003256001",1183300,"TX","Treatment Plant","No Change"
"48007028001",1183808,"TX","Collection: Separate Sewers","Rehabilitation"
"48000000172",3610632,"TX","Treatment Plant","New"
"48000000485",3614045,"TX","Onsite Wastewater Treatment System","New"
"48007651001",3149469,"TX","Collection: Separate Sewers","No Change"
"48000000218",3610865,"TX","Agriculture - Cropland","Expansion"
"48003289002",1183315,"TX","Collection: Separate Sewers","No Change"
"48005029001",1183588,"TX","Collection: Separate Sewers","No Change"
"48004023002",3507523,"TX","Collection: Separate Sewers","No Change"
"48002018001",1183117,"TX","Collection: Separate Sewers","No Change"
"48004320001",1183508,"TX","Treatment Plant","No Change"
"48005069001",1183618,"TX","Treatment Plant","No Change"
"48007424001",1184069,"TX","Collection: Separate Sewers","Rehabilitation"
"48006200001",3526536,"TX","Treatment Plant","No Change"
"48001560001",2885525,"TX","Collection: Separate Sewers","No Change"
"48001006001",1182875,"TX","Collection: Separate Sewers","No Change"
"48001131002",1182936,"TX","Treatment Plant","No Change"
"48000000115",3609565,"TX","Treatment Plant","New"
"48000000186",3610833,"TX","Agriculture - Cropland","Expansion"
"48001402001",1183074,"TX","Treatment Plant","No Change"
"48005082001",1183632,"TX","Collection: Separate Sewers","No Change"
"48000000545",3614327,"TX","Onsite Wastewater Treatment System","New"
"48002035001",1183126,"TX","Collection: Separate Sewers","No Change"
"48002118001",1183158,"TX","Collection: Separate Sewers","No Change"
"48003239001",1183295,"TX","Treatment Plant","No Change"
"48007042001",1183862,"TX","Collection: Separate Sewers","No Change"
"48007880001",1184327,"TX","Treatment Plant","No Change"
"48009023001",1184482,"TX","Collection: Separate Sewers","No Change"
"48009076001",1227953,"TX","Collection: Separate Sewers","No Change"
"48001203006",1182980,"TX","Treatment Plant","No Change"
"48001203006",1182980,"TX","Collection: Separate Sewers","No Change"
"48006001001",1183672,"TX","Treatment Plant","No Change"
"48007018001",1183789,"TX","Treatment Plant","No Change"
"48000144001",1227745,"TX","Treatment Plant","No Change"
"48007740001",1184248,"TX","Collection: Separate Sewers","No Change"
"48006057001",1227901,"TX","Treatment Plant","No Change"
"48002037001",1183128,"TX","Collection: Separate Sewers","No Change"
"48005037001",1183594,"TX","Treatment Plant","No Change"
"48000000355",3611095,"TX","Agriculture - Cropland","Expansion"
"48003118001",1227826,"TX","Treatment Plant","No Change"
"48000141001",1182826,"TX","Collection: Separate Sewers","No Change"
"48004109001",1183416,"TX","Treatment Plant","No Change"
"48007004001",1183773,"TX","Treatment Plant","No Change"
"48007039090",1183855,"TX","Collection: Separate Sewers","Rehabilitation"
"48005092001",1183642,"TX","Treatment Plant","No Change"
"48006104001",1183733,"TX","Collection: Separate Sewers","No Change"
"48007028001",1183808,"TX","Collection: Separate Sewers","Replacement"
"48007139001",1183953,"TX","Treatment Plant","No Change"
"48001109001",1182914,"TX","Collection: Separate Sewers","Replacement"
"48001149001",1182952,"TX","Collection: Separate Sewers","No Change"
"48001225001",1183006,"TX","Collection: Separate Sewers","No Change"
"48007833001",1184293,"TX","Treatment Plant","No Change"
"48009011001",1184474,"TX","Collection: Separate Sewers","No Change"
"48002051001",1183135,"TX","Treatment Plant","No Change"
"48002051001",1183135,"TX","Collection: Separate Sewers","No Change"
"48002063001",1183144,"TX","Treatment Plant","No Change"
"48004219001",1183472,"TX","Treatment Plant","No Change"
"48000000453",3613932,"TX","Onsite Wastewater Treatment System","New"
"48000000123",3609624,"TX","Collection: Interceptor Sewers","New"
"48000000402",3611236,"TX","Phase II MS4","Increase Capacity"
"48000000378",3611128,"TX","Agriculture - Cropland","Expansion"
"48006020004",2887746,"TX","Collection: Separate Sewers","No Change"
"48001104004",1182909,"TX","Treatment Plant","No Change"
"48007012001",1183781,"TX","Collection: Separate Sewers","No Change"
"48000000275",3610973,"TX","Agriculture - Cropland","Expansion"
"48000127100",1182814,"TX","Collection: Separate Sewers","No Change"
"48007751001",1184252,"TX","Collection: Separate Sewers","No Change"
"48008152001",1184448,"TX","Collection: Separate Sewers","No Change"
"48000000121",3609620,"TX","Treatment Plant","Increase Capacity"
"48000000121",3609620,"TX","Treatment Plant","Increase Level Of Treatment"
"48000000467",3613949,"TX","Onsite Wastewater Treatment System","No Change"
"48000000406",3612155,"TX","Treatment Plant","Rehabilitation"
"48000000394",3611150,"TX","Agriculture - Cropland","No Change"
"48003033004",2902595,"TX","Biosolids Handling Facility","Rehabilitation"
"48003033004",2902595,"TX","Biosolids Handling Facility","Expansion"
"48003033004",2902595,"TX","Biosolids Handling Facility","Process Improvement"
"48003033004",2902595,"TX","Biosolids Handling Facility","Instrumentation/Electrical/Laboratory"
"48003033004",2902595,"TX","Biosolids Handling Facility","Improve Energy Efficiency"
"48003033004",2902595,"TX","Biosolids Handling Facility","Improve Water Efficiency"
"48000000142",3610490,"TX","Agriculture - Cropland","Expansion"
"48007176001",1183983,"TX","Collection: Separate Sewers","No Change"
"48009075001",1184498,"TX","Treatment Plant","Replacement"
"48004209001",1183463,"TX","Collection: Separate Sewers","No Change"
"48000171001",1227749,"TX","Collection: Separate Sewers","No Change"
"48001214001",1227772,"TX","Collection: Separate Sewers","No Change"
"48003278001",3187068,"TX","Treatment Plant","No Change"
"48003041003",3500981,"TX","Biosolids Handling Facility","No Change"
"48004362001",1183532,"TX","Treatment Plant","No Change"
"48004362001",1183532,"TX","Collection: Separate Sewers","No Change"
"48007056001",1183876,"TX","Treatment Plant","No Change"
"48007208001",1184001,"TX","Collection: Separate Sewers","No Change"
"48004032001",1183353,"TX","Collection: Separate Sewers","No Change"
"48005077001",1183626,"TX","Collection: Separate Sewers","No Change"
"48007170001",1183978,"TX","Collection: Separate Sewers","No Change"
"48007585002",1184161,"TX","Collection: Separate Sewers","No Change"
"48000000141",3610489,"TX","Agriculture - Cropland","Expansion"
"48001151005",432052,"TX","Onsite Wastewater Treatment System","New"
"48003290001",1227830,"TX","Collection: Separate Sewers","No Change"
"48007039014",2885574,"TX","Collection: Separate Sewers","No Change"
