"CWNS_ID","FACILITY_ID","STATE_CODE","HUC","WATERSHED_NAME","WATERSHED_PRIMARY_FLAG"
"48007039006",1183824,"TX","12040104","Buffalo-San Jacinto","Y"
"48000000412",3612700,"TX","13040100","Rio Grande-Fort Quitman","Y"
"48003033500",3514842,"TX","12090205","Austin-Travis Lakes","Y"
"48000000416",3613029,"TX","12030201","Lower Trinity-Tehuacana","Y"
"48000000414",3612797,"TX","12070201","Leon","Y"
"48000000417",3613122,"TX","12070205","San Gabriel","Y"
"48000000418",3613135,"TX","13090001","Los Olmos","Y"
"48002001001",1183105,"TX","12050004","Double Moutain Fork Brazos","Y"
"48000000173",3610820,"TX","12100203","San Marcos","Y"
"48004026001",1183343,"TX","12030106","East Fork Trinity","Y"
"48001046001",1182901,"TX","13070005","Barrilla Draw","Y"
"48003098001",1183245,"TX","12090205","Austin-Travis Lakes","Y"
"48000000398",3611154,"TX","12060201","Middle Brazos-Palo Pinto","Y"
"48000000224",3610871,"TX","12070104","Lower Brazos","Y"
"48000000247",3610930,"TX","12010002","Middle Sabine","Y"
"48000000278",3610976,"TX","12100201","Upper Guadalupe","Y"
"48000000326",3611030,"TX","11090101","Middle Canadian-Trujillo","Y"
"48000000279",3610977,"TX","12090204","Llano","Y"
"48000000296",3610998,"TX","12090204","Llano","Y"
"48000000147",3610495,"TX","12100407","Aransas","Y"
"48000000204",3610851,"TX","12100204","Lower Guadalupe","Y"
"48000000230",3610877,"TX","12050003","North Fork Double Mountain Fork Brazos","Y"
"48000000309",3611011,"TX","12110107","Hondo","Y"
"48000000314",3611016,"TX","12080002","Colorado Headwaters","Y"
"48000000327",3611031,"TX","12010005","Lower Sabine","Y"
"48000000330",3611034,"TX","12030102","Lower West Fork Trinity","Y"
"48000000271",3610969,"TX","12060202","Middle Brazos-Lake Whitney","Y"
"48000000338",3611058,"TX","12090103","Middle Concho","Y"
"48007410001",1184064,"TX","12090401","San Bernard","Y"
"48000000437",3613898,"TX","12060101","Middle Brazos-Millers","Y"
"48000000428",3613888,"TX","12080004","Mustang Draw","Y"
"48000000439",3613900,"TX","12070203","Lampasas","Y"
"48000003001",1227737,"TX","11120105","Lower Prairie Dog Town Fork Red","Y"
"48000000501",3614062,"TX","11140303","White Oak Bayou","Y"
"48000000462",3613944,"TX","11130209","Little Wichita","Y"
"48000000469",3613951,"TX","12100202","Middle Guadalupe","Y"
"48000000444",3613907,"TX","11140302","Lower Sulphur","Y"
"48000000521",3614082,"TX","11090102","Punta De Agua","Y"
"48000000490",3614050,"TX","12080005","Johnson Draw","Y"
"48000000537",3614125,"TX","12100102","Navidad","Y"
"48001109001",1182914,"TX","12110208","South Laguna Madre","Y"
"48000000477",3613961,"TX","12050006","White","Y"
"48000000543",3614324,"TX","12090205","Austin-Travis Lakes","Y"
"48000000345",3611069,"TX","12030107","Cedar","Y"
"48000000137",3610485,"TX","12020002","Middle Neches","Y"
"48007039108",2884264,"TX","12040104","Buffalo-San Jacinto","Y"
"48007039002",1183821,"TX","12040104","Buffalo-San Jacinto","Y"
"48000000403",3611315,"TX","12100304","Cibolo","Y"
"48004083001",1183393,"TX","11140101","Bois D'arc-Island","Y"
"48000000460",3613941,"TX","12020004","Upper Angelina","Y"
"48001151003",2865700,"TX","12070104","Lower Brazos","Y"
"48000000485",3614045,"TX","12100204","Lower Guadalupe","Y"
"48007039074",1183844,"TX","12040104","Buffalo-San Jacinto","Y"
"48003035005",3536257,"TX","12090301","Lower Colorado-Cummins","Y"
"48000000455",3613935,"TX","11140305","Lake O'the Pines","Y"
"48000000498",3614059,"TX","12060102","Upper Clear Fork Brazos","Y"
"48000000440",3613901,"TX","12100301","Upper San Antonio","Y"
"48004098001",1183405,"TX","12030102","Lower West Fork Trinity","Y"
"48003069001",1183223,"TX","12060105","Hubbard","Y"
"48001125001",1182927,"TX","12110105","Middle Nueces","Y"
"48002016001",1183115,"TX","12080007","Beals","Y"
"48008028004",1184374,"TX","12100202","Middle Guadalupe","Y"
"48000000548",3614330,"TX","12060203","Bosque","Y"
"48001053001",1182903,"TX","13040201","Cibolo-Red Light","Y"
"48002062001",1183143,"TX","12050004","Double Moutain Fork Brazos","Y"
"48007039017",1183828,"TX","12040104","Buffalo-San Jacinto","Y"
"48001125002",1182928,"TX","13080002","San Ambrosia-Santa Isabel","N"
"48007033001",1183814,"TX","12040104","Buffalo-San Jacinto","Y"
"48005049001",1183605,"TX","11140101","Bois D'arc-Island","Y"
"48007039003",1183822,"TX","12040104","Buffalo-San Jacinto","Y"
"48001162001",1182958,"TX","12110208","South Laguna Madre","Y"
"48002065001",1183145,"TX","12080004","Mustang Draw","Y"
"48001296001",1183045,"TX","12100402","West Matagorda Bay","Y"
"48003200002",432079,"TX","12070103","Navasota","Y"
"48004223001",1183475,"TX","12030104","Denton","Y"
"48001246001",1183023,"TX","12090302","Lower Colorado","Y"
"48005021001",1227872,"TX","11140301","Sulphur Headwaters","Y"
"48001131003",1182937,"TX","12110208","South Laguna Madre","Y"
"48005025001",1183584,"TX","12030107","Cedar","Y"
"48005071001",1183620,"TX","12010002","Middle Sabine","Y"
"48007039066",1183842,"TX","12040104","Buffalo-San Jacinto","Y"
"48007039065",1183841,"TX","12040104","Buffalo-San Jacinto","Y"
"48001151001",1182954,"TX","12110106","Upper Frio","Y"
"48004065001",1183380,"TX","12030109","Chambers","Y"
"48001102001",1182905,"TX","13090002","",""
"48003040004",405776,"TX","12070101","Lower Brazos-Little Brazos","Y"
"48002028001",1183123,"TX","12060103","Paint","Y"
"48008138001",1184445,"TX","12090301","Lower Colorado-Cummins","Y"
"48003026001",1183188,"TX","12070204","Little","Y"
"48000000454",3613934,"TX","12060105","Hubbard","Y"
"48000000459",3613940,"TX","12040202","East Galveston Bay","Y"
"48000000483",3613967,"TX","11140301","Sulphur Headwaters","Y"
"48001151005",432052,"TX","12110106","Upper Frio","Y"
"48000000494",3614054,"TX","12060204","North Bosque","Y"
"48000000446",3613910,"TX","12070103","Navasota","Y"
"48000897001",3543159,"TX","12020005","Lower Angelina","Y"
"48001012001",1182883,"TX","13040100","Rio Grande-Fort Quitman","Y"
"48000000104",3608872,"TX","12110204","San Fernando","Y"
"48004261001",1227861,"TX","12030103","Elm Fork Trinity","Y"
"48003111003",1183257,"TX","12070205","San Gabriel","Y"
"48000000489",3614049,"TX","12070201","Leon","Y"
"48003043003",3514976,"TX","12090301","Lower Colorado-Cummins","Y"
"48001148001",1182951,"TX","13090001","Los Olmos","Y"
"48003224001",1183290,"TX","12030202","Lower Trinity-Kickapoo","Y"
"48006074001",1183728,"TX","12020002","Middle Neches","Y"
"48006049001",1183712,"TX","12030202","Lower Trinity-Kickapoo","Y"
"48007039067",2883822,"TX","12040104","Buffalo-San Jacinto","Y"
"48000000106",3608999,"TX","12100302","Medina","Y"
"48003033014",3514808,"TX","12090301","Lower Colorado-Cummins","Y"
"48008045003",3049348,"TX","12100301","Upper San Antonio","Y"
"48000000545",3614327,"TX","12030101","Upper West Fork Trinity","Y"
"48000000108",3609159,"TX","12090205","Austin-Travis Lakes","Y"
"48000000119",3609588,"TX","12060201","Middle Brazos-Palo Pinto","Y"
"48000000116",3609567,"TX","12100202","Middle Guadalupe","Y"
"48005053001",1227878,"TX","12010002","Middle Sabine","Y"
"48004052001",1183370,"TX","12030104","Denton","Y"
"48000000252",3610944,"TX","12030107","Cedar","Y"
"48009024001",1184483,"TX","12090204","Llano","Y"
"48000000222",3610869,"TX","11130104","Middle Pease","Y"
"48000000361",3611102,"TX","12060201","Middle Brazos-Palo Pinto","Y"
"48001044001",3268716,"TX","13040201","Cibolo-Red Light","Y"
"48000000193",3610840,"TX","12090106","Middle Colorado","Y"
"48000000217",3610864,"TX","12060204","North Bosque","Y"
"48000000245",3610928,"TX","12020006","Village","Y"
"48000000323",3611027,"TX","12060102","Upper Clear Fork Brazos","Y"
"48007815001",1184284,"TX","12040101","West Fork San Jacinto","Y"
"48000000170",3610571,"TX","11140302","Lower Sulphur","Y"
"48000000265",3610963,"TX","12100102","Navidad","Y"
"48000000289",3610991,"TX","12070102","Yegua","Y"
"48000000115",3609565,"TX","12040102","Spring","Y"
"48000000125",3609650,"TX","12030201","Lower Trinity-Tehuacana","Y"
"48007033009",413590,"TX","12040203","North Galveston Bay","Y"
"48000000130",3610396,"TX","12030102","Lower West Fork Trinity","Y"
"48000000121",3609620,"TX","12100202","Middle Guadalupe","Y"
"48004142001",1183452,"TX","12030103","Elm Fork Trinity","Y"
"48000005007",1227738,"TX","12100202","Middle Guadalupe","Y"
"48000000181",3610828,"TX","12040202","East Galveston Bay","Y"
"48000000229",3610876,"TX","12040204","West Galveston Bay","Y"
"48000000293",3610995,"TX","12070103","Navasota","Y"
"48000000302",3611004,"TX","12080004","Mustang Draw","Y"
"48000000248",3610931,"TX","11090102","Punta De Agua","Y"
"48000000249",3610938,"TX","12060103","Paint","Y"
"48000000292",3610994,"TX","12030203","Lower Trinity","Y"
"48000000216",3610863,"TX","12030109","Chambers","Y"
"48000000310",3611012,"TX","12090109","San Saba","Y"
"48000000244",3610927,"TX","11130101","Groesbeck-Sandy","Y"
"48000000372",3611119,"TX","12090105","Concho","Y"
"48000000373",3611120,"TX","12090205","Austin-Travis Lakes","Y"
"48000000376",3611125,"TX","11140307","Little Cypress","Y"
"48000000268",3610966,"TX","12040201","Sabine Lake","Y"
"48000000304",3611006,"TX","12090402","East Matagorda Bay","Y"
"48000000234",3610917,"TX","12100202","Middle Guadalupe","Y"
"48000000333",3611053,"TX","12030202","Lower Trinity-Kickapoo","Y"
"48000000348",3611073,"TX","12010004","Toledo Bend Reservoir","Y"
"48000000353",3611078,"TX","12090109","San Saba","Y"
"48000000354",3611094,"TX","12080002","Colorado Headwaters","Y"
"48000000358",3611099,"TX","12020001","Upper Neches","Y"
"48000000380",3611132,"TX","12010001","Upper Sabine","Y"
"48000000366",3611112,"TX","12030102","Lower West Fork Trinity","Y"
"48000000145",3610493,"TX","12090301","Lower Colorado-Cummins","Y"
"48000000259",3610954,"TX","12080007","Beals","Y"
"48000000179",3610826,"TX","11140306","Caddo Lake","Y"
"48000000187",3610834,"TX","12090106","Middle Colorado","Y"
"48000000188",3610835,"TX","12030106","East Fork Trinity","Y"
"48001238001",1183017,"TX","12110205","Baffin Bay","Y"
"48000000123",3609624,"TX","12110204","San Fernando","Y"
"48000000308",3611010,"TX","12110105","Middle Nueces","Y"
"48000000233",3610916,"TX","12100303","Lower San Antonio","Y"
"48000000316",3611020,"TX","12040101","West Fork San Jacinto","Y"
"48000000319",3611023,"TX","11130104","Middle Pease","Y"
"48000000339",3611063,"TX","12110106","Upper Frio","Y"
"48000000365",3611108,"TX","11120104","Tule","Y"
"48000000199",3610846,"TX","12050006","White","Y"
"48000000402",3611236,"TX","12110208","South Laguna Madre","Y"
"48000000476",3613960,"TX","13070011","Howard Draw","Y"
"48000000436",3613897,"TX","12090301","Lower Colorado-Cummins","Y"
"48001097001",3542800,"TX","12100202","Middle Guadalupe","Y"
"48000000421",3613307,"TX","12030105","Upper Trinity","Y"
"48000000468",3613950,"TX","12090302","Lower Colorado","Y"
"48000000464",3613946,"TX","12080008","Upper Colorado","Y"
"48000000499",3614060,"TX","11130104","Middle Pease","Y"
"48000000503",3614064,"TX","12080003","Monument-Seminole Draws","Y"
"48000000484",3614043,"TX","12030103","Elm Fork Trinity","Y"
"48000000522",3614083,"TX","12060103","Paint","Y"
"48000000472",3613955,"TX","12030103","Elm Fork Trinity","Y"
"48000000517",3614078,"TX","11130101","Groesbeck-Sandy","Y"
"48000000410",3612351,"TX","12090301","Lower Colorado-Cummins","Y"
