"CWNS_ID","FACILITY_ID","STATE_CODE","HUC","WATERSHED_NAME","WATERSHED_PRIMARY_FLAG"
"48001257001",1183030,"TX","12100406","Mission","Y"
"48005078001",1183627,"TX","13040202","Alamito","Y"
"48000000232",3610879,"TX","12090104","North Concho","Y"
"48000000253",3610945,"TX","12110208","South Laguna Madre","Y"
"48000000307",3611009,"TX","12060203","Bosque","Y"
"48000000315",3611019,"TX","11130201","Farmers-Mud","Y"
"48004026002",1183344,"TX","12030105","Upper Trinity","Y"
"48000000122",3609622,"TX","11140101","Bois D'arc-Island","Y"
"48000000355",3611095,"TX","12060105","Hubbard","Y"
"48000000367",3611113,"TX","12060102","Upper Clear Fork Brazos","Y"
"48000000371",3611118,"TX","11140305","Lake O'the Pines","Y"
"48000000382",3611135,"TX","12030202","Lower Trinity-Kickapoo","Y"
"48000000389",3611145,"TX","11130206","Wichita","Y"
"48000000392",3611148,"TX","12070205","San Gabriel","Y"
"48000000202",3610849,"TX","12030105","Upper Trinity","Y"
"48000000219",3610866,"TX","11140101","Bois D'arc-Island","Y"
"48000000220",3610867,"TX","12090301","Lower Colorado-Cummins","Y"
"48000000223",3610870,"TX","11130105","Pease","Y"
"48000000228",3610875,"TX","12080003","Monument-Seminole Draws","Y"
"48000000124",3609625,"TX","12090205","Austin-Travis Lakes","Y"
"48000000172",3610632,"TX","13070005","Barrilla Draw","Y"
"48001118001",1182919,"TX","12110208","South Laguna Madre","Y"
"48001216002",1182996,"TX","12110204","San Fernando","Y"
"48000000432",3613893,"TX","12110110","Atascosa","Y"
"48000000443",3613905,"TX","12060204","North Bosque","Y"
"48000000466",3613948,"TX","12030106","East Fork Trinity","Y"
"48000000512",3614073,"TX","12010002","Middle Sabine","Y"
"48000000519",3614080,"TX","12040104","Buffalo-San Jacinto","Y"
"48000000523",3614084,"TX","12090205","Austin-Travis Lakes","Y"
"48000000527",3614091,"TX","12050001","Yellow House Draw","Y"
"48000000528",3614092,"TX","12060201","Middle Brazos-Palo Pinto","Y"
"48007048001",1183866,"TX","12040104","Buffalo-San Jacinto","Y"
"48000000442",3613904,"TX","12080002","Colorado Headwaters","Y"
"48000000449",3613913,"TX","12090107","Pecan Bayou","Y"
"48000000473",3613957,"TX","12070201","Leon","Y"
"48000000481",3613965,"TX","12080002","Colorado Headwaters","Y"
"48000000488",3614048,"TX","12110204","San Fernando","Y"
"48000000492",3614052,"TX","13040100","Rio Grande-Fort Quitman","Y"
"48000000291",3610993,"TX","12100302","Medina","Y"
"48001130002",1182934,"TX","12110204","San Fernando","Y"
"48000000529",3614094,"TX","11140303","White Oak Bayou","Y"
"48000000531",3614096,"TX","12080007","Beals","Y"
"48000000541",3614321,"TX","12060202","Middle Brazos-Lake Whitney","Y"
"48000000547",3614329,"TX","12040101","West Fork San Jacinto","Y"
"48007039001",1183820,"TX","12040104","Buffalo-San Jacinto","Y"
"48005060001",1183612,"TX","11140305","Lake O'the Pines","Y"
"48004075001",1183386,"TX","12030109","Chambers","Y"
"48005020002",1227871,"TX","12010002","Middle Sabine","Y"
"48001417002",459628,"TX","12100407","Aransas","Y"
"48003001001",1183166,"TX","12070204","Little","Y"
"48004207001",1227852,"TX","12060105","Hubbard","Y"
"48001117001",1182918,"TX","12110207","Central Laguna Madre","Y"
"48009039001",1184488,"TX","12100203","San Marcos","Y"
"48009051001",1184492,"TX","12090102","South Concho","Y"
"48000000120",3609590,"TX","12040103","East Fork San Jacinto","Y"
"48000000155",3610503,"TX","12070103","Navasota","Y"
"48001120001",1182922,"TX","12110208","South Laguna Madre","Y"
"48000000250",3610939,"TX","12100203","San Marcos","Y"
"48000000257",3610949,"TX","11140303","White Oak Bayou","Y"
"48000000218",3610865,"TX","12070101","Lower Brazos-Little Brazos","Y"
"48000000318",3611022,"TX","11140305","Lake O'the Pines","Y"
"48004026001",1183343,"TX","12030105","Upper Trinity","N"
"48000000324",3611028,"TX","12110205","Baffin Bay","Y"
"48000000325",3611029,"TX","11100202","Upper Wolf","Y"
"48000000138",3610486,"TX","12100405","Aransas Bay","Y"
"48000000175",3610822,"TX","12060105","Hubbard","Y"
"48000000180",3610827,"TX","12050005","Running Water Draw","Y"
"48000000192",3610839,"TX","12070201","Leon","Y"
"48000000208",3610855,"TX","12050007","Salt Fork Brazos","Y"
"48000000213",3610860,"TX","12080005","Johnson Draw","Y"
"48000000161",3610512,"TX","12070205","San Gabriel","Y"
"48000000298",3611000,"TX","12050003","North Fork Double Mountain Fork Brazos","Y"
"48000000301",3611003,"TX","11140306","Caddo Lake","Y"
"48001131004",3540036,"TX","12110208","South Laguna Madre","Y"
"48000000189",3610836,"TX","11120202","Lower Salt Fork Red","Y"
"48000000111",3609229,"TX","13090001","Los Olmos","Y"
"48000000190",3610837,"TX","12090302","Lower Colorado","Y"
"48000000205",3610852,"TX","11120101","Tierra Blanca","Y"
"48009075001",1184498,"TX","12090109","San Saba","Y"
"48000000207",3610854,"TX","12030103","Elm Fork Trinity","Y"
"48000000209",3610856,"TX","12110103","Upper Nueces","Y"
"48000000227",3610874,"TX","12110106","Upper Frio","Y"
"48000000270",3610968,"TX","12110204","San Fernando","Y"
"48000000159",3610510,"TX","12090107","Pecan Bayou","Y"
"48000000313",3611015,"TX","12090107","Pecan Bayou","Y"
"48000000329",3611033,"TX","12010002","Middle Sabine","Y"
"48000000241",3610924,"TX","11120105","Lower Prairie Dog Town Fork Red","Y"
"48000000132",3610453,"TX","12080006","Sulphur Springs Draw","Y"
"48000000146",3610494,"TX","12060101","Middle Brazos-Millers","Y"
"48000000383",3611137,"TX","12070104","Lower Brazos","Y"
"48000000388",3611144,"TX","11120302","Middle North Fork Red","Y"
"48000000140",3610488,"TX","11120103","Upper Prairie Dog Town Fork Red","Y"
"48000000344",3611068,"TX","12070101","Lower Brazos-Little Brazos","Y"
"48004354017",3534356,"TX","12030106","East Fork Trinity","Y"
"48001684001",3150468,"TX","12040104","Buffalo-San Jacinto","Y"
"48000000513",3614074,"TX","12050006","White","Y"
"48000000518",3614079,"TX","12020006","Village","Y"
"48000000504",3614065,"TX","12040204","West Galveston Bay","Y"
"48000000505",3614066,"TX","12050003","North Fork Double Mountain Fork Brazos","Y"
"48000000526",3614090,"TX","12060202","Middle Brazos-Lake Whitney","Y"
"48000000535",3614100,"TX","12090102","South Concho","Y"
"48000003003",1182786,"TX","11130209","Little Wichita","Y"
"48000000435",3613896,"TX","12050001","Yellow House Draw","Y"
"48000000451",3613916,"TX","12070205","San Gabriel","Y"
"48000000423",3613866,"TX","12100302","Medina","Y"
"48000000381",3611133,"TX","12100204","Lower Guadalupe","Y"
"48000000154",3610502,"TX","12040205","Austin-Oyster","Y"
"48000000269",3610967,"TX","12110207","Central Laguna Madre","Y"
"48007039094",2885519,"TX","12040104","Buffalo-San Jacinto","Y"
"48001204001",1182983,"TX","12110205","Baffin Bay","Y"
"48000000393",3611149,"TX","12100303","Lower San Antonio","Y"
"48000120001",1227741,"TX","11090106","Middle Canadian-Spring","Y"
"48002040001",1227786,"TX","12080002","Colorado Headwaters","Y"
"48000000406",3612155,"TX","12040101","West Fork San Jacinto","Y"
"48007039091",1183856,"TX","12040104","Buffalo-San Jacinto","Y"
"48007039035",1183836,"TX","12040104","Buffalo-San Jacinto","Y"
"48007039101",3272948,"TX","12040104","Buffalo-San Jacinto","Y"
"48008150001",1184447,"TX","12090301","Lower Colorado-Cummins","Y"
"48002068001",1183147,"TX","12050007","Salt Fork Brazos","Y"
"48004086001",1183395,"TX","12030106","East Fork Trinity","Y"
"48000000411",3612390,"TX","12090205","Austin-Travis Lakes","Y"
"48007180001",1183984,"TX","12040102","Spring","Y"
"48003058001",1183216,"TX","12070201","Leon","Y"
"48001549001",430568,"TX","12110103","Upper Nueces","Y"
"48000000480",3613964,"TX","12030105","Upper Trinity","Y"
"48000000430",3613891,"TX","12100405","Aransas Bay","Y"
"48000000450",3613914,"TX","12070102","Yegua","Y"
"48002008001",1183111,"TX","12050003","North Fork Double Mountain Fork Brazos","Y"
"48008045001",1184392,"TX","12100304","Cibolo","Y"
"48003031001",1183194,"TX","12060202","Middle Brazos-Lake Whitney","Y"
"48002019001",1183118,"TX","12060102","Upper Clear Fork Brazos","Y"
"48007033006",2881937,"TX","12040104","Buffalo-San Jacinto","Y"
"48001218002",1182998,"TX","12100407","Aransas","Y"
"48005015002",1183577,"TX","12020004","Upper Angelina","Y"
"48006046001",1183708,"TX","12020002","Middle Neches","Y"
"48007039005",1183823,"TX","12040104","Buffalo-San Jacinto","Y"
"48001225001",1183006,"TX","12110205","Baffin Bay","Y"
"48001139001",1182942,"TX","12110105","Middle Nueces","Y"
"48003006001",1183170,"TX","12070201","Leon","Y"
"48004145001",1183454,"TX","12030101","Upper West Fork Trinity","Y"
"48007488001",1184098,"TX","12040204","West Galveston Bay","Y"
"48008028001",1184372,"TX","12100202","Middle Guadalupe","Y"
"48000000112",3609242,"TX","12040205","Austin-Oyster","Y"
"48000000103",3608783,"TX","12080007","Beals","Y"
"48000000465",3613947,"TX","12090106","Middle Colorado","Y"
"48004354012",2808161,"TX","12030106","East Fork Trinity","Y"
"48000000419",3613244,"TX","12020004","Upper Angelina","Y"
"48000000520",3614081,"TX","12010002","Middle Sabine","Y"
"48004122001",1183431,"TX","12030102","Lower West Fork Trinity","Y"
"48000000544",3614326,"TX","12070205","San Gabriel","Y"
"48007039026",1183835,"TX","12040104","Buffalo-San Jacinto","Y"
"48001111001",1182915,"TX","12110208","South Laguna Madre","Y"
"48002138001",1227800,"TX","12060105","Hubbard","Y"
"48008069001",1184411,"TX","12100203","San Marcos","Y"
"48004110002",421101,"TX","12030102","Lower West Fork Trinity","Y"
"48000000117",3609574,"TX","12070201","Leon","Y"
"48001112001",1182916,"TX","12110208","South Laguna Madre","Y"
"48006029001",1183700,"TX","12020005","Lower Angelina","Y"
"48000240001",1227753,"TX","12050005","Running Water Draw","Y"
"48000000186",3610833,"TX","12080008","Upper Colorado","Y"
"48000000203",3610850,"TX","12080002","Colorado Headwaters","Y"
"48004057001",1183374,"TX","12030103","Elm Fork Trinity","Y"
"48000000255",3610947,"TX","12050001","Yellow House Draw","Y"
"48000000256",3610948,"TX","12060201","Middle Brazos-Palo Pinto","Y"
"48000000231",3610878,"TX","12090206","Pedernales","Y"
"48000000370",3611117,"TX","12060101","Middle Brazos-Millers","Y"
"48001166002",1182961,"TX","13080002","San Ambrosia-Santa Isabel","Y"
"48000000375",3611123,"TX","12020006","Village","Y"
"48000000386",3611142,"TX","12110105","Middle Nueces","Y"
"48001124001",1182926,"TX","12110208","South Laguna Madre","Y"
"48007028001",1183808,"TX","12040204","West Galveston Bay","Y"
"48000000287",3610989,"TX","12070203","Lampasas","Y"
"48004354501",3507298,"TX","12030106","East Fork Trinity","Y"
"48004076001",1183387,"TX","11140101","Bois D'arc-Island","Y"
"48000000343",3611067,"TX","11090106","Middle Canadian-Spring","Y"
"48000000356",3611096,"TX","12010004","Toledo Bend Reservoir","Y"
"48000000165",3610547,"TX","12060201","Middle Brazos-Palo Pinto","Y"
"48004089001",1183398,"TX","11140101","Bois D'arc-Island","Y"
"48000000121",3609620,"TX","12100203","San Marcos","N"
"48000000261",3610958,"TX","12010001","Upper Sabine","Y"
"48000000177",3610824,"TX","11140305","Lake O'the Pines","Y"
"48000000212",3610859,"TX","12070201","Leon","Y"
"48000000239",3610922,"TX","12100202","Middle Guadalupe","Y"
"48000000272",3610970,"TX","12060103","Paint","Y"
"48000000127",3610296,"TX","12090301","Lower Colorado-Cummins","Y"
"48000000295",3610997,"TX","12110111","Lower Nueces","Y"
"48000000299",3611001,"TX","12050004","Double Moutain Fork Brazos","Y"
"48000000235",3610918,"TX","11120301","Upper North Fork Red","Y"
"48000000362",3611103,"TX","12090104","North Concho","Y"
"48000000340",3611064,"TX","11140302","Lower Sulphur","Y"
"48000000346",3611070,"TX","12090101","Middle Colorado-Elm","Y"
"48000000390",3611146,"TX","11130105","Pease","Y"
"48009163001",1227954,"TX","12090204","Llano","Y"
"48000000153",3610501,"TX","11140302","Lower Sulphur","Y"
"48000000246",3610929,"TX","12040104","Buffalo-San Jacinto","Y"
"48000000282",3610983,"TX","12110205","Baffin Bay","Y"
"48007039102",2883840,"TX","12040104","Buffalo-San Jacinto","Y"
"48007039025",1183834,"TX","12040204","West Galveston Bay","Y"
"48001102001",1182905,"TX","12110208","South Laguna Madre","Y"
"48000000515",3614076,"TX","12070201","Leon","Y"
"48000000463",3613945,"TX","12080001","Lost Draw","Y"
"48000000493",3614053,"TX","12030109","Chambers","Y"
"48000000525",3614086,"TX","12030107","Cedar","Y"
"48000000530",3614095,"TX","12030202","Lower Trinity-Kickapoo","Y"
"48000000425",3613876,"TX","12100303","Lower San Antonio","Y"
"48000000478",3613962,"TX","13070004","Salt Draw","Y"
"48000000511",3614072,"TX","11140101","Bois D'arc-Island","Y"
"48000000452",3613931,"TX","12100203","San Marcos","Y"
"48000000441",3613902,"TX","12090206","Pedernales","Y"
"48001196002",453629,"TX","13090001","Los Olmos","Y"
"48003267001",1183304,"TX","12040101","West Fork San Jacinto","Y"
"48000000546",3614328,"TX","12030102","Lower West Fork Trinity","Y"
"48000000102",3608723,"TX","12030102","Lower West Fork Trinity","Y"
"48002007001",1183110,"TX","12050003","North Fork Double Mountain Fork Brazos","Y"
"48004085001",2878621,"TX","12030103","Elm Fork Trinity","Y"
"48003033002",1183197,"TX","12090205","Austin-Travis Lakes","Y"
"48009002001",1184466,"TX","12090101","Middle Colorado-Elm","Y"
"48003114001",1183259,"TX","12030201","Lower Trinity-Tehuacana","Y"
"48007039022",1183831,"TX","12040104","Buffalo-San Jacinto","Y"
"48003033004",2902595,"TX","12090205","Austin-Travis Lakes","Y"
"48001135001",1182939,"TX","12110208","South Laguna Madre","Y"
"48007424001",1184069,"TX","12040205","Austin-Oyster","Y"
"48006035001",1183702,"TX","12040201","Sabine Lake","Y"
"48005081001",1183631,"TX","12010001","Upper Sabine","Y"
"48003070001",1227812,"TX","12060204","North Bosque","Y"
"48000000150",3610498,"TX","12090206","Pedernales","Y"
"48000000171",3610608,"TX","12030103","Elm Fork Trinity","Y"
"48000000167",3610568,"TX","12100304","Cibolo","Y"
"48001217001",1227773,"TX","12090402","East Matagorda Bay","Y"
"48000000139",3610487,"TX","11130209","Little Wichita","Y"
"48001106001",1182911,"TX","12110208","South Laguna Madre","Y"
"48007305001",1184059,"TX","12040102","Spring","Y"
"48009029001",1184484,"TX","12090101","Middle Colorado-Elm","Y"
"48007039047",1183839,"TX","12040203","North Galveston Bay","Y"
"48004372001",1183540,"TX","12030105","Upper Trinity","Y"
"48005025002",1183585,"TX","12030107","Cedar","Y"
"48001057001",3515316,"TX","12090204","Llano","Y"
"48001130001",1182933,"TX","12110204","San Fernando","Y"
"48002079002",435410,"TX","12110204","San Fernando","Y"
"48001333002",436916,"TX","12110208","South Laguna Madre","Y"
"48008058001",1227940,"TX","12090302","Lower Colorado","Y"
"48007039076",1183846,"TX","12040104","Buffalo-San Jacinto","Y"
"48002031001",1183125,"TX","12060102","Upper Clear Fork Brazos","Y"
"48007465001",1184088,"TX","12040205","Austin-Oyster","Y"
"48003290001",1227830,"TX","12030201","Lower Trinity-Tehuacana","Y"
"48000000113",3609250,"TX","12030104","Denton","Y"
"48004323001",1183510,"TX","12060201","Middle Brazos-Palo Pinto","Y"
"48000000118",3609575,"TX","12020001","Upper Neches","Y"
"48000000151",3610499,"TX","12080002","Colorado Headwaters","Y"
"48000000395",3611151,"TX","12030101","Upper West Fork Trinity","Y"
"48000000396",3611152,"TX","12010003","Lake Fork","Y"
"48000000397",3611153,"TX","12080006","Sulphur Springs Draw","Y"
"48000000178",3610825,"TX","11090106","Middle Canadian-Spring","Y"
"48000000148",3610496,"TX","12070203","Lampasas","Y"
"48000000405",3611432,"TX","12090205","Austin-Travis Lakes","Y"
"48000000408",3612157,"TX","12040101","West Fork San Jacinto","Y"
